"Sample"	"3prime_overlapping_ncRNA"	"antisense"	"antisense;bidirectional_promoter_lncRNA"	"antisense;lincRNA"	"antisense;processed_transcript"	"antisense;sense_intronic"	"antisense;sense_overlapping"	"bidirectional_promoter_lncRNA"	"bidirectional_promoter_lncRNA;lincRNA"	"bidirectional_promoter_lncRNA;processed_transcript"	"IG_C_gene"	"IG_C_pseudogene"	"IG_D_gene"	"IG_J_gene"	"IG_J_gene;antisense"	"IG_J_gene;lincRNA"	"IG_LV_gene"	"IG_pseudogene"	"IG_V_gene"	"IG_V_pseudogene"	"lincRNA"	"lincRNA;processed_transcript"	"lincRNA;processed_transcript;sense_intronic"	"lincRNA;sense_intronic"	"lincRNA;sense_overlapping"	"macro_lncRNA"	"miRNA"	"misc_RNA"	"Mt_rRNA"	"Mt_tRNA"	"piRNA"	"polymorphic_pseudogene"	"processed_pseudogene"	"processed_transcript"	"processed_transcript;sense_intronic"	"processed_transcript;sense_overlapping"	"protein_coding"	"pseudogene"	"ribozyme"	"rRNA"	"scaRNA"	"scRNA"	"sense_intronic"	"sense_overlapping"	"snoRNA"	"snRNA"	"sRNA"	"TEC"	"TR_C_gene"	"TR_J_gene"	"TR_J_pseudogene"	"TR_V_gene"	"TR_V_gene;antisense"	"TR_V_gene;lincRNA"	"TR_V_pseudogene"	"TR_V_pseudogene;antisense"	"TR_V_pseudogene;sense_overlapping"	"transcribed_processed_pseudogene"	"transcribed_unitary_pseudogene"	"transcribed_unprocessed_pseudogene"	"translated_unprocessed_pseudogene"	"tRNA"	"unassigned"	"unitary_pseudogene"	"unprocessed_pseudogene"
"BA1_CA1_olf_4_1"	0	0.0148001727112442	7.73865239803619e-06	0.000359847336508683	0.000131557090766615	0	0	0.00169863420136894	5.41705667862534e-05	0	0.00032502340071752	0	0	0	0	0	0	0	1.16079785970543e-05	0	0.317071935378538	0.000595876234648787	3.8693261990181e-06	1.93466309950905e-05	3.8693261990181e-06	0	77.4284674763593	0.34988769087241	0.453276086910174	0.13776348998984	2.08549717339917	0.000181858331353851	0.00496821483953924	0.157052081091946	0	1.54773047960724e-05	3.89625670936326	0.00266209642492445	0.0206970258385478	1.08377505238777	0.261117609214537	0	3.8693261990181e-06	0.000147034395562688	11.9592166827702	0.21638045970149	7.73865239803619e-06	0.00390801946100828	0	0	0	0	0	0	3.8693261990181e-06	0	0	0.000897683678172198	0.000475927122479226	0.0012614003408799	0	0.347384236821646	1.24566766055469	0.00467027672221484	0.00327344996436931
"BA1_CA1_olf_5_1"	0	0.0133035151025684	9.47318901203543e-06	0.000369454371469382	0.000113678268144425	0	6.31545934135696e-06	0.0015409720792911	7.8943241766962e-05	0	0.000625230474794339	0	0	0	0	0	0	0	9.47318901203543e-06	3.15772967067848e-06	0.237612842259214	0.000574706800063483	3.15772967067848e-06	1.26309186827139e-05	0	0	79.5071143965253	0.388795465702288	0.62398001384475	0.158552764494437	2.04159854128046	0.000195779239582066	0.00376085603777807	0.160715809318852	0	9.47318901203543e-06	3.11927168101928	0.00218199120243883	0.0273333080293929	1.11824049281803	0.22270204275427	0	3.15772967067848e-06	0.000170517402216638	10.7503580391787	0.25258048089823	2.21041076947493e-05	0.00271880524645417	6.31545934135696e-06	0	0	1.26309186827139e-05	0	0	0	0	0	0.00076732830997487	0.000489448098955164	0.00126309186827139	0	0.450630128113514	0.904841121673577	0.00428188143344002	0.00313878329265441
"BA1_CA1_olf_6_1"	0	0.016649124206628	0	0.000380571734695405	0.000117372591074284	0	7.11349036813842e-06	0.00178192933721867	0.000117372591074284	0	0.000380571734695405	0	0	0	0	0	0	0	2.13404711044153e-05	0	0.255057753894787	0.000604646681291766	1.42269807362768e-05	3.55674518406921e-06	7.11349036813842e-06	0	76.1696329862223	0.349403976647407	0.46345456771977	0.114843745248411	2.61497596725063	0.000192064239939737	0.00378793362103371	0.164460340566176	0	3.55674518406921e-06	4.70808138387833	0.00324375160787112	0.0261812012999335	1.39830235841015	0.300384914520565	0	0	0.000213404711044153	11.5948541437486	0.221322025823891	2.13404711044153e-05	0.00317261670418974	0	0	0	0	0	0	3.55674518406921e-06	0	0	0.000789597430863365	0.000704235546445704	0.00150450321286128	3.55674518406921e-06	0.496614103070848	1.0812825466637	0.00425742398533084	0.0031655032138216
"BA1_CA1_olf_7_1"	3.77046808023526e-06	0.0151082655975027	7.54093616047052e-06	0.000346883063381644	0.000188523404011763	3.77046808023526e-06	0	0.00157982612561857	2.26228084814116e-05	0	0.000328030722980468	0	0	0	0	0	0	0	1.5081872320941e-05	3.77046808023526e-06	0.245762879937814	0.000610815828998112	3.77046808023526e-06	1.13114042407058e-05	0	0	73.6661912609147	0.473310628580012	0.862984734204246	0.178844612449799	2.65011496534223	0.000218687148653645	0.00376669761215502	0.211975715470826	0	0	4.06112215313635	0.00294850603874397	0.0302316130673263	1.61694261340041	0.255132493117199	0	3.77046808023526e-06	0.000109343574326823	13.7746359556512	0.324328123325677	6.40979573639994e-05	0.00354801046350138	3.77046808023526e-06	0	0	3.77046808023526e-06	0	0	1.5081872320941e-05	0	0	0.000852125786133169	0.000346883063381644	0.00136113897696493	7.54093616047052e-06	0.496152124210077	1.11182808656361	0.00513537752528042	0.00382325463335855
"BA1_CA1_olf_8_1"	0	0.0135125192582596	4.32539028753508e-06	0.000268174197827175	9.08331960382366e-05	0	4.32539028753508e-06	0.00163499752868826	3.89285125878157e-05	0	0.000484443712203929	0	0	0	0	0	0	0	0	0	0.212471821704298	0.000596903859679841	0	2.16269514376754e-05	0	0	81.0249453476124	0.329183827832857	0.507108757310612	0.161363010066784	2.29988354751729	0.000185991782364008	0.00370253408613003	0.138165941954733	0	0	3.10572538503651	0.00205023499629163	0.0182704485745482	0.923860111514617	0.191528281932053	0	0	0.000134087098913587	9.22504534198504	0.243541100139663	4.32539028753508e-06	0.00350789152319095	4.32539028753508e-06	0	0	8.65078057507016e-06	0	0	0	0	0	0.000730990958593428	0.000445515199616113	0.000955911253545252	4.32539028753508e-06	0.406128195657819	1.17670512616277	0.00435134262926029	0.00333055052140201
"BA10_CA1_cp_26_1"	0	0.0267752495655337	0	0	0	0	0	0.000505193388028938	0	0	0	0	0	0	0	0	0	0	0	0	0.199046194883401	0.00353635371620256	0	0	0	0	72.0284524916138	0.616841126783333	1.49638281534171	0.146000889140363	3.11047569009417	0.000505193388028938	0	0.0682011073839066	0	0	7.55264115103262	0	0.0394050842662571	2.35470638160288	0.226831831224993	0	0	0	9.56937315604413	0.330396475770925	0	0.00505193388028937	0	0	0	0	0	0	0	0	0	0.00202077355211575	0	0.00202077355211575	0	0.439518247585176	1.74645354241604	0.0277856363415916	0.00707270743240512
"BA10_CA1_cp_27_1"	0	0.0245995823984852	0	0.000881891397668175	0.00012968991142179	0	3.63131751981013e-05	0.00232923080913536	6.74387539393311e-05	1.55627893706149e-05	8.30015433099459e-05	0	0	0	0	0	0	0	2.07503858274865e-05	5.18759645687162e-06	0.351874667669602	0.000913016976409405	5.18759645687162e-06	3.63131751981013e-05	2.59379822843581e-05	0	58.5837654168882	0.661444486233416	1.40783067685165	0.341675853035392	4.15040917167054	0.00041500771654973	0.0113504610476351	0.217972427924832	0	1.55627893706149e-05	10.7110275331682	0.00609023824036728	0.0440945698834088	2.94625909450504	0.459787049165445	0	5.18759645687162e-06	0.00022306664764548	16.2878078514272	0.442159596404996	0	0.00876703801211304	5.18759645687162e-06	5.18759645687162e-06	0	3.63131751981013e-05	0	0	0	0	0	0.00108939525594304	0.000581010803169621	0.00212691454731736	5.18759645687162e-06	0.614387798773133	2.69740490487245	0.0123412919708976	0.00989274644325418
"BA10_CA1_cp_28_1"	0	0.0221544029525329	0	0.000616160774328789	0.00010497553933009	0	9.12830776783391e-06	0.0016430953982101	2.73849233035017e-05	0	0.000187130309240595	0	0	0	0	0	0	0	0	4.56415388391695e-06	0.405013887351023	0.000757649544730214	4.56415388391695e-06	1.82566155356678e-05	9.12830776783391e-06	0	54.5094433713104	0.602824316679983	1.61519016136383	0.368231371200536	3.61191163834594	0.000141488770401426	0.00627114743650189	0.339691716964403	0	0	11.4982446720578	0.00474215588538971	0.044683066523547	3.20586168806327	0.655604192193599	0	0	0.000114103847097924	19.8911211962684	0.509815988833524	1.36924616517509e-05	0.00623919835931448	4.56415388391695e-06	0	0	4.56415388391695e-05	4.56415388391695e-06	0	0	0	0	0.000670930620935792	0.000397081387900775	0.00144227262731776	9.12830776783391e-06	0.468309573413183	2.20015494389605	0.0176176339919194	0.0106481710111783
"BA10_CA1_cp_29_1"	0	0.0223279800656118	1.01191842581517e-05	0.00094108413600811	0.000106251434710593	1.01191842581517e-05	0	0.00185687031137084	8.09534740652138e-05	5.05959212907586e-06	0.000121430211097821	0	0	0	0	0	0	0	1.01191842581517e-05	1.01191842581517e-05	0.386426348858169	0.000799415556393986	7.08342898070621e-05	4.04767370326069e-05	2.52979606453793e-05	0	56.3828550863498	0.664061347756949	1.64231324754525	0.560020954806762	4.37853055176522	0.000328873488389931	0.0077563547338733	0.256754062182084	0	0	10.6852058892236	0.00567686236882312	0.0505655637379842	3.33138218595529	0.478935931346192	0	0	0.000247920014324717	17.9250825181529	0.66345419670146	5.05959212907586e-06	0.00531257173552966	0	0	0	5.05959212907586e-06	0	0	5.05959212907586e-06	0	0	0.000991680057298869	0.000581853094843724	0.00183663194285454	0	0.628391223246964	1.8903091557519	0.0168383226055645	0.00970935729569658
"BA10_CA1_cp_30_1"	0	0.0209813373003764	0	0.000625789679215865	8.69152332244257e-05	0	8.69152332244256e-06	0.00143844710986424	2.60745699673277e-05	0	0.000139064373159081	0	0	0	0	0	0	0	8.69152332244256e-06	4.34576166122128e-06	0.429096160667328	0.000751816767391282	3.0420331628549e-05	4.34576166122128e-06	2.17288083061064e-05	0	53.5892471254742	0.755045668305569	1.80920142022968	0.495399446332581	4.27561237648585	0.000225979606383507	0.00978230949940911	0.296537392715095	0	0	11.798868937304	0.00489767339219639	0.0521839060279452	4.2031337635	0.549512870538109	0	0	0.000217288083061064	16.9791385188062	0.70363096209166	0	0.0101603907639354	1.73830466448851e-05	0	0	3.47660932897703e-05	0	0	4.34576166122128e-06	0	0	0.000938684518823797	0.000656210010844414	0.00144279287152547	1.73830466448851e-05	0.483270425536113	3.49607399545764	0.0226544555399465	0.00886969955055264
"BA10_CA1_cp_31_1"	0	0.0241169456872012	1.14055075371015e-05	0.000707141467300296	0.000102649567833914	0	2.28110150742031e-05	0.00173363714563943	7.413579899116e-05	1.14055075371015e-05	0.000114055075371015	0	0	0	0	0	0	0	1.14055075371015e-05	1.14055075371015e-05	0.355863240665105	0.000695735959763194	1.71082613056523e-05	1.14055075371015e-05	2.28110150742031e-05	0	57.5114106400155	0.750875885951312	1.69214961197323	0.370473695820132	3.9862419924783	0.000193893628130726	0.00972889792914762	0.246108041635577	0	5.70275376855077e-06	11.7879170965593	0.00364405965810394	0.0598504008009404	3.1622682087217	0.539782752454636	0	5.70275376855077e-06	0.000193893628130726	16.2033540404124	0.507545085401019	5.70275376855077e-06	0.00654676132629629	0	0	0	3.42165226113046e-05	0	0	0	0	0	0.000872521326588268	0.000558869869317976	0.00148841873359175	5.70275376855077e-06	0.613969876229713	2.13614320937752	0.0158080334464227	0.00928978588896921
"BA10_CA1_cp_32_1"	0	0.0249799849735116	0	0.000442719826153549	8.18069243979383e-05	0	4.81217202340814e-06	0.00128484993024997	1.44365160702244e-05	0	4.81217202340814e-05	0	0	0	0	0	0	0	4.81217202340814e-06	1.44365160702244e-05	0.582171759219893	0.0011837943177584	2.40608601170407e-05	4.81217202340814e-06	9.62434404681627e-06	0	30.1857830440905	1.32554165687991	0.956058276750612	0.330846450953356	3.09888960574211	0.000139552988678836	0.0049661615281572	1.01620561487119	0	0	12.6949332688887	0.00489397894780608	0.070613812271491	4.30867927677097	0.560088701804473	0	0	0.000158801676772469	42.1707525135057	0.50561010232747	4.33095482106732e-05	0.00374386983421153	9.62434404681627e-06	0	0	4.81217202340814e-06	0	0	0	0	0	0.000635206707089874	0.000322415525568345	0.00111161173740728	0	0.415439622952848	1.72031300099222	0.0098168309277526	0.00412884359608418
"BA10_CA1_cp_33_1"	0	0.0245989732138172	0	0.000687396457072736	0.000116611898967696	0	0	0.0017062162059484	1.84124051001626e-05	0	0.00035597316526981	0	0	0	0	0	0	0	0	6.13746836672085e-06	0.390238651161212	0.000834695697874036	1.22749367334417e-05	0	1.22749367334417e-05	0	57.1521729430566	0.711848131045752	1.65968192079192	0.371623709604948	4.77154409436529	0.000325285823436205	0.00996724862755467	0.251783502276356	0	1.84124051001626e-05	10.5527569722715	0.00565874583411663	0.0501553914928428	2.6997434476848	0.563456420875175	0	0	0.000239361266302113	16.5017682353238	0.501916025562065	6.13746836672085e-06	0.00915710280314751	6.13746836672085e-06	0	0	4.2962278567046e-05	0	0	6.13746836672085e-06	0	0	0.000840833166240757	0.000607609368305365	0.00155277949678038	0	0.582034537621239	3.15589237163623	0.0170253372492837	0.00958058812045125
"BA10_CA1_cp_35_1"	7.6314873795613e-06	0.0241536575563115	7.6314873795613e-06	0.000812753405923278	9.92093359342969e-05	0	0	0.00180484676526625	3.81574368978065e-05	3.81574368978065e-06	0.000263286314594865	0	0	0	0	0	0	0	1.52629747591226e-05	0	0.527110649049989	0.00133169454773345	3.43416932080258e-05	1.14472310693419e-05	5.72361553467097e-05	0	48.6511517765091	0.661394300980749	1.48814385475814	0.326894761903508	5.51418081076998	0.00029381226411311	0.0232684050202824	0.292335571305165	0	0	12.0189630251002	0.00771543374073647	0.0474831144756304	6.42362134604861	0.514938426679588	0	0	0.000305259495182452	16.0809557339009	0.485782329145974	0	0.0171708466040129	7.6314873795613e-06	3.81574368978065e-06	0	1.90787184489032e-05	0	0	0	0	0	0.00159879660601809	0.000663939402021833	0.00204142287403265	7.6314873795613e-06	0.444576113040033	6.41797786113143	0.0135458900987213	0.00920738952344071
"BA10_CA1_cp_36_1"	0	0.0193555193726114	0	0.000733419070303655	9.27311468200024e-05	0	4.21505212818193e-06	0.00120971996078821	2.95053648972735e-05	0	0.00032877406599819	0	0	0	0	0	0	0	8.43010425636385e-06	4.21505212818193e-06	0.429846800979865	0.000800859904354566	1.68602085127277e-05	8.43010425636385e-06	8.43010425636385e-06	0	51.9533457798203	0.840772232956321	1.73025782335804	0.47154209663184	4.37068871296292	0.000248688075562734	0.00728782512962655	0.35453224955351	0	0	10.3021100677405	0.00517186896127923	0.044228541981013	3.76876662390215	0.667398708819942	0	8.43010425636385e-06	0.000139096720230004	21.5287791746414	0.647621684234512	1.26451563845458e-05	0.00666821246678381	0	0	0	2.95053648972735e-05	0	0	0	0	0	0.000885160946918205	0.000451010577715466	0.00152163381827368	0	0.593546780482066	2.22607019014395	0.0162996065796795	0.00916773837879569
"BA10_CA1_cp_37_1"	0	0.0211643721606496	0	0.000863463781536208	9.5095130125133e-05	0	0	0.00175735800471246	1.90190260250266e-05	0	0.000174975039430245	0	0	0	0	0	0	0	3.80380520500532e-06	0	0.424847003347044	0.000730330599361022	2.66266364350372e-05	3.80380520500532e-06	3.80380520500532e-06	0	54.7697625177904	0.736534605650385	1.8283674402795	0.456749517601424	3.62427320693948	0.000327127247630458	0.00642843079645899	0.336199323044395	0	0	9.54505957215408	0.00469389562297657	0.0524696889978434	3.20526884838732	0.584888303542438	0	0	0.000190190260250266	20.7643069482132	0.596295915352249	0	0.00625725956223375	7.60761041001064e-06	0	0	2.28228312300319e-05	0	0	3.80380520500532e-06	0	0	0.000897698028381256	0.000753153430591053	0.001430230757082	1.1411415615016e-05	0.520341533018703	2.48149981300494	0.017877884463525	0.00939159505115814
