#Name	P-value	Info	Regulation_direction
behavioral response to nutrient GO0051780	0.0484350	mmu-miR-30a-5p,mmu-miR-30b-5p,mmu-miR-30e-5p,mmu-miR-30c-5p,mmu-miR-384-5p,mmu-miR-3073a-3p,mmu-miR-30d-5p	1
carboxylic acid transmembrane transporter activity GO0046943	0.0484350	mmu-miR-30a-5p,mmu-miR-30b-5p,mmu-miR-30e-5p,mmu-miR-30c-5p,mmu-miR-384-5p,mmu-miR-3073a-3p,mmu-miR-30d-5p	1
cardiac muscle cell differentiation GO0055007	0.0484350	mmu-miR-34b-5p,mmu-miR-219a-5p,mmu-miR-1a-3p,mmu-miR-182-5p,mmu-miR-340-5p,mmu-miR-499-5p,mmu-miR-1264-3p,mmu-miR-106b-5p,mmu-miR-5101,mmu-miR-153-3p,mmu-miR-223-3p,mmu-miR-34a-5p,mmu-miR-27a-3p,mmu-miR-148a-3p,mmu-miR-92a-3p,mmu-miR-342-3p,mmu-miR-30e-5p,mmu-miR-34b-3p,mmu-miR-425-5p,mmu-miR-495-3p,mmu-miR-377-3p,mmu-miR-19b-3p,mmu-miR-363-3p,mmu-miR-185-5p,mmu-miR-335-3p,mmu-miR-137-3p,mmu-miR-19a-3p,mmu-miR-501-5p,mmu-miR-128-3p,mmu-miR-24-3p,mmu-miR-7b-5p,mmu-miR-326-3p,mmu-miR-216b-5p,mmu-miR-362-5p,mmu-miR-20b-5p,mmu-miR-93-5p,mmu-miR-17-5p,mmu-miR-20a-5p,mmu-miR-206-3p,mmu-miR-106a-5p,mmu-miR-124-3p,mmu-miR-138-5p,mmu-miR-339-5p,mmu-miR-330-5p,mmu-miR-26a-5p,mmu-miR-760-5p,mmu-miR-23b-3p,mmu-miR-324-3p,mmu-miR-27b-3p,mmu-miR-125b-1-3p,mmu-miR-181a-5p,mmu-miR-301b-3p,mmu-miR-541-5p,mmu-miR-9-5p,mmu-miR-129-5p,mmu-miR-669n,mmu-miR-378b	1
cementum mineralization GO0071529	0.0418788	mmu-miR-155-5p,mmu-miR-690,mmu-miR-340-5p,mmu-miR-5101,mmu-miR-223-3p,mmu-miR-27a-3p,mmu-miR-495-3p,mmu-miR-214-3p,mmu-miR-24-3p,mmu-miR-145a-5p,mmu-miR-1981-5p	1
chondroitin sulfate proteoglycan biosynthetic process GO0050650	0.0484350	mmu-miR-1a-3p,mmu-miR-15a-5p,mmu-miR-340-5p,mmu-miR-29b-3p,mmu-miR-29a-3p,mmu-miR-32-5p,mmu-miR-25-3p,mmu-miR-3084-3p,mmu-miR-18a-5p,mmu-miR-329-3p,mmu-miR-133a-3p,mmu-miR-92a-3p,mmu-miR-425-5p,mmu-miR-92b-3p,mmu-miR-363-3p,mmu-miR-335-3p,mmu-miR-210-5p,mmu-miR-7052-3p,mmu-miR-466q,mmu-miR-362-5p,mmu-miR-466i-3p,mmu-miR-494-3p,mmu-miR-338-5p,mmu-miR-346-3p,mmu-miR-466f-3p,mmu-miR-362-3p,mmu-miR-669c-3p,mmu-miR-374b-5p,mmu-miR-676-3p	1
cytoplasmic side of nuclear pore GO1990876	0.0484350	mmu-miR-665-3p,mmu-miR-3105-5p,mmu-miR-139-5p,mmu-miR-671-5p,mmu-let-7e-5p,mmu-let-7i-5p,mmu-let-7a-5p,mmu-let-7g-5p,mmu-miR-98-5p,mmu-let-7c-5p,mmu-let-7f-5p,mmu-miR-3082-5p,mmu-miR-1961,mmu-let-7d-5p,mmu-let-7b-5p	0
diphosphate metabolic process GO0071344	0.0418788	mmu-miR-155-5p,mmu-miR-690,mmu-miR-340-5p,mmu-miR-5101,mmu-miR-223-3p,mmu-miR-27a-3p,mmu-miR-495-3p,mmu-miR-214-3p,mmu-miR-24-3p,mmu-miR-145a-5p,mmu-miR-1981-5p	1
elastic fiber GO0071953	0.0490894	mmu-miR-15a-5p,mmu-miR-29b-3p,mmu-miR-29a-3p,mmu-miR-497a-5p	1
embryonic forelimb morphogenesis GO0035115	0.0430014	mmu-miR-155-5p,mmu-miR-34c-5p,mmu-miR-338-3p,mmu-miR-203-3p,mmu-miR-21a-5p,mmu-miR-15a-5p,mmu-miR-690,mmu-miR-340-5p,mmu-miR-758-3p,mmu-miR-210-3p,mmu-miR-183-5p,mmu-miR-434-3p,mmu-miR-126a-3p,mmu-miR-497a-5p,mmu-miR-669h-3p,mmu-miR-1941-3p,mmu-miR-5101,mmu-miR-126a-5p,mmu-miR-153-3p,mmu-miR-27a-3p,mmu-miR-329-3p,mmu-miR-133a-3p,mmu-miR-466i-5p,mmu-miR-200b-3p,mmu-miR-92a-3p,mmu-miR-30e-5p,mmu-miR-369-3p,mmu-miR-448-3p,mmu-miR-34b-3p,mmu-miR-344d-3p,mmu-miR-142a-3p,mmu-miR-425-5p,mmu-miR-410-3p,mmu-miR-495-3p,mmu-miR-455-3p,mmu-miR-363-3p,mmu-miR-669i,mmu-miR-185-5p,mmu-miR-137-3p,mmu-miR-19a-3p,mmu-miR-326-3p,mmu-miR-145a-5p,mmu-miR-203-5p,mmu-miR-1191a,mmu-miR-466k,mmu-miR-22-3p,mmu-miR-466i-3p,mmu-miR-511-3p,mmu-miR-17-5p,mmu-miR-149-5p,mmu-miR-20a-5p,mmu-miR-669a-3p,mmu-miR-669o-3p,mmu-miR-200a-3p,mmu-miR-3061-3p,mmu-miR-23a-3p,mmu-miR-204-5p,mmu-miR-344e-3p,mmu-miR-330-5p,mmu-miR-669k-3p,mmu-miR-760-5p,mmu-miR-200c-3p,mmu-miR-1912-3p,mmu-miR-429-3p,mmu-miR-324-3p,mmu-miR-1948-3p,mmu-miR-362-3p,mmu-miR-211-5p,mmu-miR-181a-5p,mmu-miR-669a-3-3p,mmu-let-7a-5p,mmu-miR-466d-5p,mmu-miR-181b-5p,mmu-miR-3082-3p,mmu-miR-181c-5p,mmu-miR-374b-5p,mmu-miR-9-5p,mmu-let-7b-5p,mmu-miR-129-5p,mmu-miR-181d-5p	1
embryonic hindlimb morphogenesis GO0035116	0.0484350	mmu-miR-155-5p,mmu-miR-34b-5p,mmu-miR-1a-3p,mmu-miR-34c-5p,mmu-miR-146a-5p,mmu-miR-203-3p,mmu-miR-15a-5p,mmu-miR-690,mmu-miR-380-3p,mmu-miR-340-5p,mmu-miR-34a-3p,mmu-miR-758-3p,mmu-miR-210-3p,mmu-miR-106b-5p,mmu-miR-183-5p,mmu-miR-434-3p,mmu-miR-5126,mmu-miR-669h-3p,mmu-miR-1941-3p,mmu-miR-126a-5p,mmu-miR-153-3p,mmu-miR-34a-5p,mmu-miR-329-3p,mmu-miR-92a-3p,mmu-miR-30e-5p,mmu-miR-369-3p,mmu-miR-448-3p,mmu-miR-344d-3p,mmu-miR-543-3p,mmu-miR-425-5p,mmu-miR-410-3p,mmu-miR-377-3p,mmu-miR-363-3p,mmu-miR-669i,mmu-miR-185-5p,mmu-miR-137-3p,mmu-miR-19a-3p,mmu-miR-24-3p,mmu-miR-203-5p,mmu-miR-1191a,mmu-miR-136-5p,mmu-miR-466q,mmu-miR-146b-5p,mmu-miR-22-3p,mmu-miR-466i-3p,mmu-miR-511-3p,mmu-miR-17-5p,mmu-miR-20a-5p,mmu-miR-124-5p,mmu-miR-466f-3p,mmu-miR-669a-3p,mmu-miR-669o-3p,mmu-miR-200a-3p,mmu-miR-206-3p,mmu-miR-3061-3p,mmu-miR-344e-3p,mmu-miR-669k-3p,mmu-miR-139-5p,mmu-miR-1912-3p,mmu-miR-324-3p,mmu-miR-1948-3p,mmu-miR-362-3p,mmu-miR-669c-3p,mmu-miR-181a-5p,mmu-miR-297a-5p,mmu-miR-669a-3-3p,mmu-miR-181b-5p,mmu-miR-541-5p,mmu-miR-181c-5p,mmu-miR-374b-5p,mmu-miR-9-5p,mmu-let-7b-5p,mmu-miR-181d-5p	1
endosome membrane GO0010008	0.0484350	mmu-miR-34b-5p,mmu-miR-1a-3p,mmu-miR-34c-5p,mmu-miR-146a-5p,mmu-miR-15a-5p,mmu-miR-142a-5p,mmu-miR-380-3p,mmu-miR-340-5p,mmu-miR-34a-3p,mmu-miR-1195,mmu-miR-488-3p,mmu-miR-574-5p,mmu-miR-190a-5p,mmu-miR-5101,mmu-miR-30a-5p,mmu-miR-153-3p,mmu-miR-223-3p,mmu-miR-34a-5p,mmu-miR-27a-3p,mmu-miR-329-3p,mmu-miR-466i-5p,mmu-miR-490-3p,mmu-miR-30b-5p,mmu-miR-30e-5p,mmu-miR-30c-5p,mmu-miR-344d-3p,mmu-miR-1187,mmu-miR-425-5p,mmu-miR-410-3p,mmu-miR-19b-3p,mmu-miR-335-3p,mmu-miR-384-5p,mmu-miR-30d-5p,mmu-miR-128-3p,mmu-miR-24-3p,mmu-miR-125b-5p,mmu-miR-7b-5p,mmu-miR-466p-5p,mmu-miR-484,mmu-miR-433-3p,mmu-miR-3097-3p,mmu-miR-466a-5p,mmu-miR-669f-3p,mmu-miR-450a-5p,mmu-miR-674-5p,mmu-miR-544-5p,mmu-miR-466e-5p,mmu-miR-136-5p,mmu-miR-3473d,mmu-miR-146b-5p,mmu-miR-362-5p,mmu-miR-3088-3p,mmu-miR-466k,mmu-miR-466i-3p,mmu-miR-1932,mmu-miR-511-3p,mmu-miR-17-5p,mmu-miR-149-5p,mmu-miR-466f-3p,mmu-miR-206-3p,mmu-miR-344e-3p,mmu-miR-26a-5p,mmu-miR-451a,mmu-miR-5114,mmu-miR-340-3p,mmu-miR-669m-3p,mmu-miR-139-5p,mmu-miR-361-5p,mmu-miR-324-3p,mmu-miR-466d-3p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-27b-3p,mmu-miR-362-3p,mmu-miR-122-5p,mmu-miR-297b-3p,mmu-miR-181a-5p,mmu-miR-1198-5p,mmu-miR-466d-5p,mmu-miR-466n-3p,mmu-miR-3082-5p,mmu-miR-541-5p,mmu-miR-1199-5p,mmu-miR-9-5p,mmu-let-7b-5p,mmu-miR-129-5p	1
glial cell differentiation GO0010001	0.0430014	mmu-miR-1a-3p,mmu-miR-34c-5p,mmu-miR-146a-5p,mmu-miR-450b-5p,mmu-miR-15a-5p,mmu-miR-690,mmu-miR-380-3p,mmu-miR-340-5p,mmu-miR-29b-3p,mmu-miR-29a-3p,mmu-miR-34a-3p,mmu-miR-1195,mmu-miR-758-3p,mmu-miR-10a-5p,mmu-miR-879-5p,mmu-miR-434-3p,mmu-miR-665-3p,mmu-miR-205-5p,mmu-miR-5101,mmu-miR-337-3p,mmu-miR-223-3p,mmu-miR-34a-5p,mmu-miR-18a-5p,mmu-miR-329-3p,mmu-miR-133a-3p,mmu-miR-466i-5p,mmu-miR-485-5p,mmu-miR-10b-5p,mmu-miR-30e-5p,mmu-miR-344d-3p,mmu-miR-410-3p,mmu-miR-495-3p,mmu-miR-214-3p,mmu-miR-185-5p,mmu-miR-335-3p,mmu-miR-16-5p,mmu-miR-3470a,mmu-miR-24-3p,mmu-miR-7b-5p,mmu-miR-203-5p,mmu-miR-143-3p,mmu-miR-136-5p,mmu-miR-146b-5p,mmu-miR-362-5p,mmu-miR-466k,mmu-miR-466i-3p,mmu-miR-494-3p,mmu-miR-17-5p,mmu-miR-346-3p,mmu-miR-3572-3p,mmu-miR-542-3p,mmu-miR-344e-3p,mmu-miR-339-5p,mmu-miR-26a-5p,mmu-miR-743b-3p,mmu-miR-139-5p,mmu-miR-3970,mmu-miR-200c-3p,mmu-miR-324-3p,mmu-miR-1948-3p,mmu-miR-362-3p,mmu-miR-743a-3p,mmu-miR-344g-3p,mmu-miR-669b-5p,mmu-miR-297a-5p,mmu-miR-466d-5p,mmu-miR-504-5p,mmu-miR-598-3p,mmu-miR-9-5p,mmu-miR-129-5p,mmu-miR-760-3p	1
insulin-like growth factor binary complex GO0042568	0.0484350	mmu-miR-34b-5p,mmu-miR-15a-5p,mmu-miR-340-5p,mmu-miR-342-3p,mmu-miR-344d-3p,mmu-miR-410-3p,mmu-miR-377-3p,mmu-miR-19b-3p,mmu-miR-344e-3p	1
