#Name	P-value	Info	Regulation_direction
anatomical structure regression GO0060033	0.0021591	mmu-miR-155-5p,mmu-miR-26b-5p,mmu-miR-7b-5p,mmu-miR-449a-5p,mmu-miR-126a-3p,mmu-miR-126a-5p	1
anterograde axonal transport of neurotransmitter receptor complex GO0140231	0.0321554	mmu-miR-340-5p,mmu-miR-30e-5p	1
antibacterial humoral response GO0019731	0.00023584790303999998	mmu-miR-15a-5p,mmu-miR-33-5p,mmu-miR-200b-3p,mmu-miR-203-3p,mmu-miR-106a-5p,mmu-miR-16-5p,mmu-miR-876-5p,mmu-miR-511-3p,mmu-miR-495-3p,mmu-miR-544-3p,mmu-miR-122-5p,mmu-miR-466m-3p,mmu-miR-466q,mmu-miR-741-3p,mmu-miR-3473a,mmu-miR-466i-5p,mmu-miR-669m-3p,mmu-miR-466k,mmu-miR-362-3p,mmu-miR-541-5p,mmu-miR-135a-5p,mmu-miR-329-3p,mmu-miR-466c-5p,mmu-miR-466h-5p,mmu-miR-466i-3p,mmu-miR-185-5p,mmu-miR-20a-5p,mmu-miR-466n-3p,mmu-miR-3076-5p,mmu-miR-466f,mmu-miR-466f-3p,mmu-miR-466f-5p,mmu-miR-466o-5p,mmu-miR-669m-5p,mmu-miR-466b-5p,mmu-miR-466m-5p,mmu-miR-466j,mmu-miR-17-5p,mmu-miR-297b-3p,mmu-miR-669f-3p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-466d-3p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p	0
antifungal humoral response GO0019732	0.0460650	mmu-miR-15a-5p,mmu-miR-33-5p,mmu-miR-200b-3p,mmu-miR-106a-5p,mmu-miR-16-5p,mmu-miR-466q,mmu-miR-466i-5p,mmu-miR-466k,mmu-miR-541-5p,mmu-miR-135a-5p,mmu-miR-466h-5p,mmu-miR-20a-5p,mmu-miR-466f,mmu-miR-466f-5p,mmu-miR-669m-5p,mmu-miR-466m-5p,mmu-miR-466j,mmu-miR-17-5p,mmu-miR-466d-5p,mmu-miR-466n-5p	0
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent GO0002486	0.0261382	mmu-miR-24-3p,mmu-miR-5114,mmu-miR-126a-5p,mmu-miR-3475-3p,mmu-miR-122-5p,mmu-miR-592-5p,mmu-miR-302b-3p,mmu-miR-302d-3p,mmu-miR-328-3p,mmu-miR-1960,mmu-miR-148b-3p,mmu-miR-3077-3p,mmu-miR-674-5p,mmu-miR-3473d,mmu-miR-1195,mmu-miR-335-5p,mmu-miR-486b-5p,mmu-miR-378a-3p,mmu-miR-324-3p,mmu-miR-486a-5p,mmu-miR-1224-5p,mmu-miR-181d-5p,mmu-miR-194-5p,mmu-miR-362-3p,mmu-miR-181b-5p,mmu-miR-295-3p,mmu-miR-331-3p,mmu-miR-152-3p,mmu-miR-3058-5p,mmu-miR-5125,mmu-miR-3074-1-3p,mmu-miR-3106-5p,mmu-miR-493-3p,mmu-miR-669n,mmu-miR-148a-3p,mmu-miR-1968-5p,mmu-miR-3110-5p,mmu-miR-329-3p,mmu-miR-466i-3p,mmu-miR-181a-5p,mmu-miR-673-3p,mmu-miR-181c-5p,mmu-miR-466f-5p,mmu-miR-409-3p,mmu-miR-150-5p,mmu-miR-294-3p	0
antigen processing and presentation of endogenous peptide antigen via MHC class Ib GO0002476	0.0261382	mmu-miR-24-3p,mmu-miR-5114,mmu-miR-126a-5p,mmu-miR-3475-3p,mmu-miR-122-5p,mmu-miR-592-5p,mmu-miR-302b-3p,mmu-miR-302d-3p,mmu-miR-328-3p,mmu-miR-1960,mmu-miR-148b-3p,mmu-miR-3077-3p,mmu-miR-674-5p,mmu-miR-3473d,mmu-miR-1195,mmu-miR-335-5p,mmu-miR-486b-5p,mmu-miR-378a-3p,mmu-miR-324-3p,mmu-miR-486a-5p,mmu-miR-1224-5p,mmu-miR-181d-5p,mmu-miR-194-5p,mmu-miR-362-3p,mmu-miR-181b-5p,mmu-miR-295-3p,mmu-miR-331-3p,mmu-miR-152-3p,mmu-miR-3058-5p,mmu-miR-5125,mmu-miR-3074-1-3p,mmu-miR-3106-5p,mmu-miR-493-3p,mmu-miR-669n,mmu-miR-148a-3p,mmu-miR-1968-5p,mmu-miR-3110-5p,mmu-miR-329-3p,mmu-miR-466i-3p,mmu-miR-181a-5p,mmu-miR-673-3p,mmu-miR-181c-5p,mmu-miR-466f-5p,mmu-miR-409-3p,mmu-miR-150-5p,mmu-miR-294-3p	0
antimicrobial humoral immune response mediated by antimicrobial peptide GO0061844	0.0122540	mmu-miR-34b-5p,mmu-miR-340-5p,mmu-miR-15a-5p,mmu-miR-33-5p,mmu-miR-27b-3p,mmu-miR-743a-3p,mmu-miR-200b-3p,mmu-miR-203-3p,mmu-miR-106a-5p,mmu-miR-16-5p,mmu-miR-128-3p,mmu-miR-26a-5p,mmu-miR-200a-3p,mmu-miR-876-5p,mmu-miR-129-2-3p,mmu-miR-511-3p,mmu-miR-210-3p,mmu-miR-140-5p,mmu-miR-544-3p,mmu-miR-122-5p,mmu-miR-141-3p,mmu-miR-301b-3p,mmu-miR-129-1-3p,mmu-miR-186-5p,mmu-miR-302b-3p,mmu-miR-124-3p,mmu-miR-302d-3p,mmu-miR-297b-5p,mmu-miR-466q,mmu-miR-3085-3p,mmu-miR-466i-5p,mmu-miR-669m-3p,mmu-miR-1981-5p,mmu-miR-1188-5p,mmu-miR-1943-5p,mmu-miR-3064-5p,mmu-miR-466k,mmu-miR-149-5p,mmu-miR-362-3p,mmu-miR-295-3p,mmu-miR-5125,mmu-miR-541-5p,mmu-miR-9-5p,mmu-miR-135a-5p,mmu-miR-3110-5p,mmu-miR-329-3p,mmu-miR-743b-3p,mmu-miR-466c-5p,mmu-miR-466h-5p,mmu-miR-466i-3p,mmu-miR-20a-5p,mmu-miR-466n-3p,mmu-miR-297c-5p,mmu-miR-466f,mmu-miR-466f-3p,mmu-miR-466f-5p,mmu-miR-466o-5p,mmu-miR-669m-5p,mmu-miR-466b-5p,mmu-miR-466m-5p,mmu-miR-466j,mmu-miR-17-5p,mmu-miR-297b-3p,mmu-miR-669f-3p,mmu-miR-150-5p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-297a-5p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-466d-3p,mmu-miR-296-3p,mmu-miR-294-3p	0
antiporter activity GO0015297	0.0161714	mmu-miR-10a-5p,mmu-miR-146a-5p,mmu-miR-34b-5p,mmu-miR-488-3p,mmu-miR-340-5p,mmu-miR-15a-5p,mmu-miR-1843b-5p,mmu-miR-34c-5p,mmu-miR-153-3p,mmu-miR-34a-5p,mmu-miR-30e-5p,mmu-miR-24-3p,mmu-miR-133a-3p,mmu-miR-743a-3p,mmu-miR-26b-5p,mmu-miR-23a-3p,mmu-miR-7b-5p,mmu-miR-369-3p,mmu-miR-5114,mmu-miR-1a-3p,mmu-miR-449a-5p,mmu-miR-183-5p,mmu-miR-410-3p,mmu-miR-344d-3p,mmu-miR-26a-5p,mmu-miR-23b-3p,mmu-miR-146b-5p,mmu-miR-142a-5p,mmu-miR-876-5p,mmu-miR-449c-5p,mmu-miR-495-3p,mmu-miR-210-3p,mmu-miR-3475-3p,mmu-miR-100-5p,mmu-miR-136-5p,mmu-miR-301b-3p,mmu-miR-362-5p,mmu-miR-1264-3p,mmu-miR-665-3p,mmu-miR-129-5p,mmu-miR-466m-3p,mmu-miR-1199-5p,mmu-miR-1946b,mmu-miR-1960,mmu-miR-377-3p,mmu-miR-99a-5p,mmu-miR-1946a,mmu-miR-10b-5p,mmu-miR-431-5p,mmu-miR-423-3p,mmu-miR-139-5p,mmu-miR-3082-5p,mmu-miR-99b-5p,mmu-miR-206-3p,mmu-miR-374b-5p,mmu-miR-1195,mmu-miR-669m-3p,mmu-miR-344e-3p,mmu-miR-125b-2-3p,mmu-miR-324-3p,mmu-miR-709,mmu-miR-149-5p,mmu-miR-339-5p,mmu-miR-181b-5p,mmu-miR-425-5p,mmu-miR-3106-5p,mmu-miR-3102-3p,mmu-let-7b-5p,mmu-miR-669e-5p,mmu-miR-743b-3p,mmu-miR-1955-5p,mmu-miR-466n-3p,mmu-miR-205-5p,mmu-miR-297b-3p,mmu-miR-669f-3p,mmu-miR-19b-3p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-466d-3p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p	1
antiviral innate immune response GO0140374	0.0448710	mmu-miR-10a-5p,mmu-miR-34b-5p,mmu-miR-5128,mmu-miR-15a-5p,mmu-miR-511-3p,mmu-miR-210-3p,mmu-miR-140-5p,mmu-miR-665-3p,mmu-miR-129-5p,mmu-miR-466m-3p,mmu-miR-1198-5p,mmu-miR-382-5p,mmu-miR-10b-5p,mmu-miR-466p-5p,mmu-miR-466g,mmu-miR-125b-5p,mmu-miR-3082-5p,mmu-miR-3572-3p,mmu-miR-455-3p,mmu-miR-466a-5p,mmu-miR-466i-5p,mmu-miR-324-3p,mmu-miR-709,mmu-miR-466k,mmu-miR-339-5p,mmu-miR-194-5p,mmu-miR-19a-3p,mmu-miR-362-3p,mmu-miR-3058-5p,mmu-miR-3074-1-3p,mmu-miR-574-5p,mmu-let-7b-5p,mmu-miR-329-3p,mmu-miR-1187,mmu-miR-466h-5p,mmu-miR-466i-3p,mmu-miR-181a-5p,mmu-miR-345-5p,mmu-miR-5113,mmu-miR-205-5p,mmu-miR-466f-3p,mmu-miR-466e-5p,mmu-miR-669m-5p,mmu-miR-466m-5p,mmu-miR-466j,mmu-miR-669f-3p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-351-5p,mmu-miR-296-3p,mmu-miR-298-5p	0
apical protein localization GO0045176	0.0271951	mmu-miR-34b-5p,mmu-miR-340-5p,mmu-miR-15a-5p,mmu-miR-34a-5p,mmu-miR-223-3p,mmu-miR-30e-5p,mmu-miR-7b-5p,mmu-miR-26a-5p,mmu-miR-411-5p,mmu-miR-362-5p,mmu-miR-129-5p,mmu-miR-466q,mmu-miR-669m-3p,mmu-miR-149-5p,mmu-miR-362-3p,mmu-miR-541-5p,mmu-let-7b-5p,mmu-miR-329-3p,mmu-miR-345-3p,mmu-miR-181a-5p,mmu-miR-466n-3p,mmu-miR-199a-5p,mmu-miR-669c-3p,mmu-miR-466f-3p,mmu-miR-323-3p,mmu-miR-17-5p,mmu-miR-297b-3p,mmu-miR-669f-3p,mmu-miR-297a-5p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-466d-3p	0
apolipoprotein A-I binding GO0034186	0.0376714	mmu-miR-340-5p,mmu-miR-33-5p,mmu-miR-34a-5p,mmu-miR-223-3p,mmu-miR-1a-3p,mmu-miR-26a-5p,mmu-miR-33-3p,mmu-miR-144-3p,mmu-miR-758-3p,mmu-miR-301b-3p,mmu-miR-124-3p,mmu-miR-425-5p,mmu-miR-9-5p,mmu-miR-17-5p	1
apolipoprotein A-I receptor binding GO0034191	0.0365894	mmu-miR-340-5p,mmu-miR-133a-3p,mmu-miR-1a-3p,mmu-miR-301b-3p,mmu-miR-124-3p,mmu-miR-330-5p	1
apolipoprotein B mRNA editing enzyme complex GO0030895	0.0065424	mmu-miR-5116,mmu-miR-501-5p,mmu-miR-362-5p,mmu-miR-129-5p,mmu-miR-466m-3p,mmu-miR-669m-3p,mmu-miR-466n-3p,mmu-miR-205-5p,mmu-miR-297b-3p,mmu-miR-669f-3p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-466d-3p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p	0
apoptotic process involved in blood vessel morphogenesis GO1902262	0.0021250	mmu-miR-29b-3p,mmu-miR-155-5p,mmu-miR-26b-5p,mmu-miR-23a-3p,mmu-miR-7b-5p,mmu-miR-27a-3p,mmu-miR-449a-5p,mmu-miR-126a-3p,mmu-miR-126a-5p,mmu-miR-125b-5p,mmu-miR-467a-5p	1
apoptotic process involved in development GO1902742	0.0392294	mmu-miR-1843a-5p,mmu-miR-155-5p,mmu-miR-223-3p,mmu-miR-7b-5p,mmu-miR-5101,mmu-miR-26a-5p,mmu-miR-451a,mmu-miR-495-3p,mmu-miR-136-5p,mmu-miR-758-3p,mmu-miR-301b-3p,mmu-miR-124-3p,mmu-miR-466m-3p,mmu-miR-1199-5p,mmu-miR-377-3p,mmu-miR-466q,mmu-miR-669m-3p,mmu-miR-709,mmu-miR-1224-5p,mmu-miR-362-3p,mmu-miR-425-5p,mmu-miR-541-5p,mmu-miR-9-5p,mmu-let-7b-5p,mmu-miR-329-3p,mmu-miR-466i-3p,mmu-miR-466n-3p,mmu-miR-340-3p,mmu-miR-3109-3p,mmu-miR-669c-3p,mmu-miR-466f-3p,mmu-miR-17-5p,mmu-miR-297b-3p,mmu-miR-19b-3p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-466d-3p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p,mmu-miR-298-5p	0
armadillo repeat domain binding GO0070016	0.0193016	mmu-miR-29b-3p,mmu-miR-155-5p,mmu-miR-340-5p,mmu-miR-15a-5p,mmu-miR-24-3p,mmu-miR-26b-5p,mmu-miR-449a-5p,mmu-miR-410-3p,mmu-miR-344d-3p,mmu-miR-126a-5p,mmu-miR-210-3p,mmu-miR-362-5p,mmu-miR-215-5p,mmu-miR-124-3p,mmu-miR-344e-3p,mmu-miR-466f-3p,mmu-miR-17-5p,mmu-miR-19b-3p	1
aromatic amino acid transmembrane transporter activity GO0015173	0.0125915	mmu-miR-30e-5p,mmu-miR-876-5p,mmu-miR-466m-3p,mmu-miR-1199-5p,mmu-miR-1195,mmu-miR-709,mmu-miR-362-3p,mmu-miR-425-5p,mmu-miR-329-3p,mmu-miR-466i-3p,mmu-miR-466f-3p,mmu-miR-297b-3p,mmu-miR-19b-3p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-466d-3p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p,mmu-miR-298-5p	0
aromatic amino acid transport GO0015801	0.0013752	mmu-miR-466m-3p,mmu-miR-362-3p,mmu-miR-329-3p,mmu-miR-466i-3p,mmu-miR-466f-3p,mmu-miR-297b-3p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-466d-3p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p	0
arterial endothelial cell differentiation GO0060842	0.0307886	mmu-miR-146a-5p,mmu-miR-34c-5p,mmu-miR-34a-5p,mmu-miR-34a-3p,mmu-miR-410-3p,mmu-miR-344d-3p,mmu-miR-146b-5p,mmu-miR-451a,mmu-miR-380-3p,mmu-miR-124-3p,mmu-miR-139-5p,mmu-miR-344e-3p,mmu-miR-1912-3p	1
artery morphogenesis GO0048844	0.0329097	mmu-miR-29b-3p,mmu-miR-146a-5p,mmu-miR-34b-5p,mmu-miR-499-5p,mmu-miR-20b-5p,mmu-miR-340-5p,mmu-miR-15a-5p,mmu-miR-196b-5p,mmu-miR-223-3p,mmu-miR-30e-5p,mmu-miR-24-3p,mmu-miR-133a-5p,mmu-miR-7b-5p,mmu-miR-369-3p,mmu-miR-1a-3p,mmu-miR-126a-3p,mmu-miR-203-3p,mmu-miR-106a-5p,mmu-miR-16-5p,mmu-miR-410-3p,mmu-miR-128-3p,mmu-miR-7a-5p,mmu-miR-344d-3p,mmu-miR-23b-3p,mmu-miR-21a-5p,mmu-miR-200a-3p,mmu-miR-142a-5p,mmu-miR-196a-5p,mmu-miR-140-5p,mmu-miR-182-5p,mmu-miR-144-3p,mmu-miR-122-5p,mmu-miR-100-5p,mmu-miR-758-3p,mmu-miR-301b-3p,mmu-miR-124-3p,mmu-miR-99a-5p,mmu-miR-16-1-3p,mmu-miR-466q,mmu-miR-99b-5p,mmu-miR-741-3p,mmu-miR-206-3p,mmu-miR-374b-5p,mmu-miR-3473a,mmu-miR-344e-3p,mmu-miR-877-3p,mmu-miR-539-3p,mmu-miR-1943-5p,mmu-miR-324-3p,mmu-miR-149-5p,mmu-miR-362-3p,mmu-miR-1958,mmu-miR-137-3p,mmu-miR-381-3p,mmu-miR-425-5p,mmu-miR-541-5p,mmu-miR-103-3p,mmu-miR-672-3p,mmu-miR-9-5p,mmu-let-7b-5p,mmu-miR-154-5p,mmu-miR-329-3p,mmu-miR-345-3p,mmu-miR-218-5p,mmu-miR-466i-3p,mmu-miR-93-5p,mmu-miR-185-5p,mmu-miR-181a-5p,mmu-miR-345-5p,mmu-miR-20a-5p,mmu-miR-669c-3p,mmu-miR-466f-3p,mmu-miR-503-3p,mmu-miR-17-5p,mmu-miR-669f-3p,mmu-miR-150-5p,mmu-miR-19b-3p,mmu-miR-297a-5p,mmu-miR-1941-5p,mmu-miR-17-3p	1
aryl hydrocarbon receptor binding GO0017162	0.0307886	mmu-miR-155-5p,mmu-miR-340-5p,mmu-miR-27b-3p,mmu-miR-142a-3p,mmu-miR-221-3p,mmu-miR-26a-5p,mmu-miR-350-3p,mmu-miR-451a,mmu-miR-124-3p,mmu-miR-377-3p,mmu-miR-342-3p,mmu-miR-375-3p,mmu-miR-297a-5p	1
aryl hydrocarbon receptor complex GO0034751	0.0193469	mmu-miR-155-5p,mmu-miR-340-5p,mmu-miR-27b-3p,mmu-miR-142a-3p,mmu-miR-221-3p,mmu-miR-26a-5p,mmu-miR-350-3p,mmu-miR-451a,mmu-miR-124-3p,mmu-miR-377-3p,mmu-miR-342-3p,mmu-miR-375-3p	1
ascending aorta morphogenesis GO0035910	0.0127178	mmu-miR-146a-5p,mmu-miR-34b-5p,mmu-miR-340-5p,mmu-miR-30e-5p,mmu-miR-29b-1-5p,mmu-miR-23a-3p,mmu-miR-7b-5p,mmu-miR-1a-3p,mmu-miR-145a-5p,mmu-miR-23b-3p,mmu-miR-200a-3p,mmu-miR-495-3p,mmu-miR-31-5p,mmu-miR-122-5p,mmu-miR-141-3p,mmu-miR-362-5p,mmu-miR-335-3p,mmu-miR-466i-5p,mmu-miR-466k,mmu-miR-9-5p,mmu-miR-132-3p,mmu-miR-199a-5p,mmu-miR-466d-5p	1
aspartate transmembrane transport GO0015810	0.0153359	mmu-miR-15a-5p,mmu-miR-24-3p,mmu-miR-129-5p,mmu-miR-1964-5p,mmu-miR-466q,mmu-miR-466i-5p,mmu-miR-466k,mmu-miR-5110,mmu-miR-3470a,mmu-miR-5125,mmu-miR-541-5p,mmu-miR-184-3p,mmu-let-7b-5p,mmu-miR-3110-5p,mmu-miR-466h-5p,mmu-miR-669c-3p,mmu-miR-466f,mmu-miR-466f-3p,mmu-miR-669m-5p,mmu-miR-466m-5p,mmu-miR-466j,mmu-miR-466d-5p,mmu-miR-466n-5p	0
aspartateglutamate, proton antiporter activity GO0000515	0.0211506	mmu-miR-24-3p,mmu-miR-466i-5p,mmu-miR-466k,mmu-miR-466h-5p,mmu-miR-466f,mmu-miR-669m-5p,mmu-miR-466m-5p,mmu-miR-466j,mmu-miR-466d-5p,mmu-miR-466n-5p	0
astrocyte differentiation GO0048708	0.0112102	mmu-miR-29b-3p,mmu-miR-146a-5p,mmu-miR-34b-5p,mmu-miR-499-5p,mmu-miR-29a-3p,mmu-miR-219a-5p,mmu-miR-340-5p,mmu-miR-15a-5p,mmu-miR-33-5p,mmu-miR-34c-5p,mmu-miR-34a-5p,mmu-miR-223-3p,mmu-miR-34a-3p,mmu-miR-30e-5p,mmu-miR-24-3p,mmu-miR-369-3p,mmu-miR-27a-3p,mmu-miR-106a-5p,mmu-miR-410-3p,mmu-miR-128-3p,mmu-miR-7a-5p,mmu-miR-344d-3p,mmu-miR-26a-5p,mmu-miR-125a-5p,mmu-miR-126a-5p,mmu-miR-146b-5p,mmu-miR-196a-5p,mmu-miR-501-5p,mmu-miR-210-3p,mmu-miR-758-3p,mmu-miR-301b-3p,mmu-miR-362-5p,mmu-miR-186-5p,mmu-miR-380-3p,mmu-miR-129-5p,mmu-miR-28b,mmu-miR-124-3p,mmu-miR-3057-5p,mmu-miR-376b-3p,mmu-miR-139-5p,mmu-miR-125b-5p,mmu-miR-206-3p,mmu-miR-28c,mmu-miR-374b-5p,mmu-miR-378b,mmu-miR-344e-3p,mmu-miR-5130,mmu-miR-149-5p,mmu-let-7a-5p,mmu-miR-137-3p,mmu-miR-425-5p,mmu-miR-541-5p,mmu-miR-103-3p,mmu-miR-9-5p,mmu-miR-106b-5p,mmu-miR-1912-3p,mmu-let-7c-5p,mmu-let-7b-5p,mmu-miR-93-5p,mmu-miR-181a-5p,mmu-miR-20a-5p,mmu-miR-669a-3-3p,mmu-miR-466f-3p,mmu-miR-17-5p,mmu-miR-669f-3p,mmu-miR-669a-3p,mmu-miR-669o-3p	1
astrocyte projection GO0097449	0.0357884	mmu-miR-34b-5p,mmu-miR-488-3p,mmu-miR-340-5p,mmu-miR-15a-5p,mmu-miR-223-3p,mmu-miR-30e-5p,mmu-miR-743a-3p,mmu-miR-7b-5p,mmu-miR-200b-3p,mmu-miR-106a-5p,mmu-miR-16-5p,mmu-miR-410-3p,mmu-miR-344d-3p,mmu-miR-325-3p,mmu-miR-511-3p,mmu-miR-495-3p,mmu-miR-210-3p,mmu-miR-140-5p,mmu-miR-31-5p,mmu-miR-136-5p,mmu-miR-758-3p,mmu-miR-679-3p,mmu-miR-301b-3p,mmu-miR-1264-3p,mmu-miR-124-3p,mmu-miR-1199-5p,mmu-miR-1931,mmu-miR-335-3p,mmu-miR-376c-3p,mmu-miR-377-3p,mmu-miR-297b-5p,mmu-miR-1195,mmu-miR-3473a,mmu-miR-466i-5p,mmu-miR-669m-3p,mmu-miR-344e-3p,mmu-miR-448-3p,mmu-miR-1943-5p,mmu-miR-324-3p,mmu-miR-342-3p,mmu-miR-466k,mmu-miR-149-5p,mmu-miR-362-3p,mmu-miR-1306-5p,mmu-miR-425-5p,mmu-miR-541-5p,mmu-miR-9-5p,mmu-miR-760-5p,mmu-miR-1912-3p,mmu-miR-135a-5p,mmu-miR-199b-3p,mmu-miR-199a-3p,mmu-let-7b-5p,mmu-miR-542-3p,mmu-miR-329-3p,mmu-miR-471-3p,mmu-miR-743b-3p,mmu-miR-466h-5p,mmu-miR-466i-3p,mmu-miR-185-5p,mmu-miR-181a-5p,mmu-miR-20a-5p,mmu-miR-466n-3p,mmu-miR-297c-5p,mmu-miR-466f,mmu-miR-669i,mmu-miR-669m-5p,mmu-miR-466m-5p,mmu-miR-466j,mmu-miR-17-5p,mmu-miR-297b-3p,mmu-miR-669f-3p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-19b-3p,mmu-miR-297a-5p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-466d-3p	0
atrioventricular valve formation GO0003190	0.0050522	mmu-miR-15a-5p,mmu-miR-27b-3p,mmu-miR-24-3p,mmu-miR-1a-3p,mmu-miR-26a-5p,mmu-miR-23b-3p,mmu-miR-146b-5p,mmu-miR-451a,mmu-miR-122-5p,mmu-miR-324-3p	1
attachment of mitotic spindle microtubules to kinetochore GO0051315	0.0181195	mmu-miR-34b-5p,mmu-miR-101a-3p,mmu-miR-34c-5p,mmu-miR-34a-5p,mmu-miR-449a-5p,mmu-miR-101b-3p,mmu-miR-582-5p,mmu-miR-449c-5p,mmu-miR-129-2-3p,mmu-miR-144-3p,mmu-miR-129-1-3p,mmu-miR-504-5p,mmu-miR-1946b,mmu-miR-1946a,mmu-miR-709,mmu-miR-298-5p	1
auditory receptor cell stereocilium organization GO0060088	0.0197960	mmu-miR-10a-5p,mmu-miR-488-3p,mmu-miR-96-5p,mmu-miR-223-3p,mmu-miR-7b-5p,mmu-miR-369-3p,mmu-miR-190a-5p,mmu-miR-410-3p,mmu-miR-344d-3p,mmu-miR-212-5p,mmu-miR-182-5p,mmu-miR-467c-3p,mmu-miR-301b-3p,mmu-miR-532-5p,mmu-miR-3057-5p,mmu-miR-377-3p,mmu-miR-10b-5p,mmu-let-7f-5p,mmu-miR-1947-5p,mmu-miR-1961,mmu-miR-466q,mmu-miR-3572-3p,mmu-miR-374b-5p,mmu-miR-3473a,mmu-miR-467e-3p,mmu-miR-669m-3p,mmu-miR-344e-3p,mmu-let-7i-5p,mmu-miR-709,mmu-miR-339-5p,mmu-let-7a-5p,mmu-miR-362-3p,mmu-let-7e-5p,mmu-miR-6908-3p,mmu-miR-98-5p,mmu-let-7c-5p,mmu-miR-199a-3p,mmu-let-7b-5p,mmu-miR-329-3p,mmu-miR-471-3p,mmu-let-7g-5p,mmu-miR-466i-3p,mmu-miR-185-5p,mmu-miR-181a-5p,mmu-miR-20a-5p,mmu-miR-466n-3p,mmu-miR-199a-5p,mmu-let-7d-5p,mmu-miR-669c-3p,mmu-miR-466f-3p,mmu-miR-669b-5p,mmu-miR-297b-3p,mmu-miR-297c-3p,mmu-miR-19b-3p,mmu-miR-467d-3p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-466d-3p,mmu-miR-298-5p	0
axis elongation involved in somitogenesis GO0090245	0.0137567	mmu-miR-15a-5p,mmu-miR-30e-5p,mmu-miR-27a-3p,mmu-miR-183-5p,mmu-miR-16-5p,mmu-miR-19a-3p	1
axo-dendritic transport GO0008088	0.0128354	mmu-miR-101a-3p,mmu-miR-15a-5p,mmu-miR-24-3p,mmu-miR-7b-5p,mmu-miR-200b-3p,mmu-miR-106a-5p,mmu-miR-16-5p,mmu-miR-101b-3p,mmu-miR-497a-5p,mmu-miR-195a-5p,mmu-miR-511-3p,mmu-miR-144-3p,mmu-miR-136-5p,mmu-miR-466m-3p,mmu-miR-1198-5p,mmu-miR-5119,mmu-miR-377-3p,mmu-miR-466p-5p,mmu-miR-107-3p,mmu-miR-466a-5p,mmu-miR-466i-5p,mmu-miR-1943-5p,mmu-miR-342-3p,mmu-miR-466k,mmu-miR-764-5p,mmu-miR-362-3p,mmu-miR-5125,mmu-miR-425-5p,mmu-miR-541-5p,mmu-miR-103-3p,mmu-miR-9-5p,mmu-miR-184-3p,mmu-miR-135a-5p,mmu-miR-329-3p,mmu-miR-1187,mmu-miR-218-5p,mmu-miR-466i-3p,mmu-miR-20a-5p,mmu-miR-132-3p,mmu-miR-15b-5p,mmu-miR-466f-3p,mmu-miR-466h-3p,mmu-miR-466e-5p,mmu-miR-322-5p,mmu-miR-17-5p,mmu-miR-297b-3p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-214-3p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-466d-3p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p	0
