#Name	P-value	Info	Regulation_direction
5-flap endonuclease activity GO0017108	0.0114853	mmu-miR-362-3p,mmu-miR-3085-3p,mmu-miR-3470a,mmu-miR-3064-5p,mmu-miR-329-3p,mmu-miR-129-1-3p,mmu-miR-129-2-3p,mmu-miR-466i-3p,mmu-miR-466f-3p,mmu-miR-28c,mmu-miR-466m-3p,mmu-miR-28b	0
5S rRNA binding GO0008097	0.0152434	mmu-miR-142a-3p,mmu-miR-466i-5p,mmu-miR-362-3p,mmu-miR-216a-5p,mmu-miR-129-5p,mmu-miR-216b-5p,mmu-miR-212-3p,mmu-miR-466k,mmu-miR-669e-3p,mmu-miR-124-3p,mmu-miR-30a-5p,mmu-miR-669c-3p,mmu-miR-30c-5p,mmu-miR-329-3p,mmu-miR-466i-3p,mmu-miR-466f-3p,mmu-miR-466q,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-466h-5p,mmu-miR-5101,mmu-miR-466m-5p,mmu-miR-669m-5p,mmu-miR-466j	0
8-hydroxy-2-deoxyguanosine DNA binding GO1905773	0.0114853	mmu-miR-466i-5p,mmu-miR-871-5p,mmu-miR-466k,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-466h-5p,mmu-miR-466m-5p,mmu-miR-669m-5p,mmu-miR-466j	0
9+0 non-motile cilium GO0097731	0.0367358	mmu-miR-324-5p,mmu-miR-466i-5p,mmu-miR-139-5p,mmu-miR-15a-5p,mmu-miR-326-3p,mmu-miR-301b-3p,mmu-miR-181b-5p,mmu-miR-181a-5p,mmu-miR-377-3p,mmu-miR-425-5p,mmu-miR-466k,mmu-miR-374b-5p,mmu-miR-136-5p,mmu-miR-181c-5p,mmu-miR-124-3p,mmu-miR-495-3p,mmu-miR-125b-5p,mmu-miR-369-3p,mmu-miR-181d-5p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-26a-5p,mmu-miR-466h-5p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p,mmu-miR-1912-3p,mmu-miR-466m-5p,mmu-miR-669m-5p,mmu-miR-466j	0
AMP-activated protein kinase activity GO0004679	0.0389195	mmu-miR-144-3p,mmu-miR-362-3p,mmu-miR-362-5p,mmu-miR-101b-3p,mmu-miR-149-5p,mmu-miR-350-3p,mmu-miR-34b-5p,mmu-miR-451a,mmu-miR-335-5p,mmu-miR-495-3p,mmu-miR-340-5p,mmu-miR-329-3p,mmu-miR-592-5p,mmu-miR-3057-3p,mmu-miR-335-3p,mmu-miR-669n,mmu-miR-466q,mmu-miR-669f-3p,mmu-miR-669b-5p	0
AMPA glutamate receptor complex GO0032281	0.0389195	mmu-miR-449c-5p,mmu-miR-574-5p,mmu-miR-466i-5p,mmu-miR-324-3p,mmu-miR-223-3p,mmu-miR-760-5p,mmu-miR-379-5p,mmu-miR-15a-5p,mmu-miR-301b-3p,mmu-let-7b-5p,mmu-miR-190a-5p,mmu-miR-1193-5p,mmu-miR-758-3p,mmu-miR-181a-5p,mmu-miR-24-3p,mmu-miR-34c-5p,mmu-miR-149-5p,mmu-miR-425-5p,mmu-miR-466k,mmu-miR-34b-5p,mmu-miR-449a-5p,mmu-miR-543-3p,mmu-miR-136-5p,mmu-miR-297c-5p,mmu-miR-709,mmu-miR-1198-5p,mmu-miR-124-3p,mmu-miR-511-3p,mmu-miR-9-5p,mmu-miR-34a-5p,mmu-miR-30e-5p,mmu-miR-297b-5p,mmu-miR-297a-5p,mmu-miR-340-5p,mmu-miR-592-5p,mmu-miR-141-3p,mmu-miR-7b-5p,mmu-miR-466e-5p,mmu-miR-669n,mmu-miR-1187,mmu-miR-466a-5p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-26a-5p,mmu-miR-200a-3p,mmu-miR-466p-5p,mmu-miR-669b-5p	0
AMP binding GO0016208	0.0033759	mmu-miR-466i-5p,mmu-miR-139-5p,mmu-miR-3473d,mmu-miR-362-3p,mmu-miR-362-5p,mmu-miR-412-3p,mmu-miR-1188-5p,mmu-miR-669m-3p,mmu-miR-19b-3p,mmu-miR-410-3p,mmu-miR-344d-3p,mmu-miR-674-5p,mmu-miR-466k,mmu-miR-1195,mmu-miR-448-3p,mmu-miR-34b-5p,mmu-miR-136-5p,mmu-miR-344e-3p,mmu-miR-9-5p,mmu-miR-495-3p,mmu-miR-669i,mmu-miR-329-3p,mmu-miR-466i-3p,mmu-miR-466n-3p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-466h-5p,mmu-miR-1983,mmu-miR-466m-3p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-669f-3p,mmu-miR-466d-3p,mmu-miR-466m-5p,mmu-miR-669m-5p,mmu-miR-466j,mmu-miR-297b-3p	0
AP-1 adaptor complex binding GO0035650	0.0008349194862416107	mmu-miR-466i-5p,mmu-miR-466k,mmu-miR-451a,mmu-miR-124-3p,mmu-miR-9-5p,mmu-miR-466e-5p,mmu-miR-1187,mmu-miR-466a-5p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-466p-5p,mmu-miR-466h-5p,mmu-miR-466m-5p,mmu-miR-669m-5p,mmu-miR-466j	0
AP-2 adaptor complex binding GO0035612	0.0455377	mmu-miR-501-3p,mmu-miR-500-3p,mmu-miR-574-5p,mmu-miR-324-3p,mmu-miR-362-3p,mmu-miR-17-5p,mmu-miR-362-5p,mmu-miR-412-3p,mmu-miR-3087-3p,mmu-miR-15a-5p,mmu-miR-1199-5p,mmu-miR-3098-5p,mmu-miR-149-5p,mmu-miR-30b-5p,mmu-miR-543-3p,mmu-miR-451a,mmu-miR-136-5p,mmu-miR-384-5p,mmu-miR-124-3p,mmu-miR-30a-5p,mmu-miR-9-5p,mmu-miR-30c-5p,mmu-miR-541-5p,mmu-miR-30e-5p,mmu-miR-297a-5p,mmu-miR-30d-5p,mmu-miR-340-5p,mmu-miR-329-3p,mmu-miR-129-1-3p,mmu-miR-129-2-3p,mmu-miR-7b-5p,mmu-miR-466i-3p,mmu-miR-3470b,mmu-miR-466q,mmu-miR-26a-5p,mmu-miR-1983	0
ATAC complex GO0140672	0.0309359	mmu-miR-466i-5p,mmu-miR-324-3p,mmu-miR-1264-3p,mmu-miR-362-3p,mmu-miR-5116,mmu-miR-878-3p,mmu-miR-320-3p,mmu-miR-15a-5p,mmu-miR-326-3p,mmu-miR-216a-5p,mmu-miR-330-5p,mmu-miR-181a-5p,mmu-miR-3085-3p,mmu-miR-1306-5p,mmu-miR-489-3p,mmu-miR-129-5p,mmu-miR-216b-5p,mmu-miR-149-5p,mmu-miR-425-5p,mmu-miR-350-3p,mmu-miR-466k,mmu-miR-34b-5p,mmu-miR-136-5p,mmu-miR-9-5p,mmu-miR-5125,mmu-miR-3064-5p,mmu-miR-340-5p,mmu-miR-329-3p,mmu-miR-3110-5p,mmu-miR-7b-5p,mmu-miR-466i-3p,mmu-miR-335-3p,mmu-miR-143-3p,mmu-miR-22-3p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-466h-5p,mmu-miR-3062-5p,mmu-miR-466f,mmu-miR-466f-5p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p,mmu-miR-466m-5p,mmu-miR-669m-5p,mmu-miR-466j	0
ATP-dependent activity, acting on RNA GO0008186	0.0456211	mmu-miR-302d-3p,mmu-miR-294-3p,mmu-miR-295-3p,mmu-miR-3074-1-3p,mmu-miR-412-3p,mmu-miR-669m-3p,mmu-miR-301b-3p,mmu-miR-302b-3p,mmu-miR-3102-3p,mmu-miR-212-5p,mmu-miR-1298-5p,mmu-miR-466n-3p,mmu-miR-1983,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-669f-3p,mmu-miR-5101,mmu-miR-466d-3p,mmu-miR-669b-5p,mmu-miR-297b-3p	0
ATP binding GO0005524	0.0369307	mmu-miR-3076-5p,mmu-miR-155-5p,mmu-miR-1933-3p,mmu-miR-876-5p,mmu-miR-501-3p,mmu-miR-148b-3p,mmu-miR-5123,mmu-miR-206-3p,mmu-miR-1955-5p,mmu-miR-27a-3p,mmu-miR-339-5p,mmu-miR-466i-5p,mmu-miR-139-5p,mmu-miR-144-3p,mmu-miR-3968,mmu-miR-3067-5p,mmu-miR-324-3p,mmu-miR-1948-3p,mmu-miR-3082-5p,mmu-miR-338-3p,mmu-miR-328-3p,mmu-miR-3473d,mmu-miR-664-3p,mmu-miR-362-3p,mmu-miR-210-3p,mmu-miR-378a-3p,mmu-miR-501-5p,mmu-miR-152-3p,mmu-miR-17-5p,mmu-miR-362-5p,mmu-miR-5116,mmu-miR-142a-5p,mmu-miR-431-5p,mmu-miR-20a-5p,mmu-miR-3572-3p,mmu-miR-1968-5p,mmu-miR-223-3p,mmu-miR-743b-3p,mmu-miR-1188-5p,mmu-miR-760-5p,mmu-miR-3113-5p,mmu-miR-3073a-5p,mmu-miR-3095-3p,mmu-miR-29b-1-5p,mmu-miR-874-3p,mmu-miR-3087-3p,mmu-miR-665-3p,mmu-miR-320-3p,mmu-miR-1961,mmu-miR-15a-5p,mmu-miR-344-3p,mmu-miR-1946a,mmu-miR-1199-5p,mmu-miR-669m-3p,mmu-miR-3100-5p,mmu-miR-18a-5p,mmu-miR-33-5p,mmu-miR-1981-5p,mmu-miR-195a-5p,mmu-miR-743a-3p,mmu-miR-214-3p,mmu-miR-33-3p,mmu-miR-326-3p,mmu-miR-216a-5p,mmu-miR-19b-3p,mmu-miR-3099-3p,mmu-miR-383-5p,mmu-miR-107-3p,mmu-miR-101b-3p,mmu-miR-301b-3p,mmu-miR-18b-5p,mmu-let-7b-5p,mmu-miR-205-5p,mmu-miR-338-5p,mmu-miR-190a-5p,mmu-miR-344f-5p,mmu-miR-181b-5p,mmu-miR-330-5p,mmu-miR-101a-3p,mmu-miR-758-3p,mmu-miR-181a-5p,mmu-miR-667-3p,mmu-miR-3085-3p,mmu-miR-24-3p,mmu-miR-374c-5p,mmu-miR-1251-5p,mmu-miR-668-3p,mmu-miR-106b-5p,mmu-miR-29b-3p,mmu-miR-873a-5p,mmu-miR-741-3p,mmu-miR-410-3p,mmu-miR-140-5p,mmu-miR-1969,mmu-miR-3072-3p,mmu-miR-29c-3p,mmu-miR-199a-3p,mmu-miR-1197-3p,mmu-miR-96-3p,mmu-miR-1306-5p,mmu-miR-344g-5p,mmu-miR-342-3p,mmu-miR-542-3p,mmu-miR-344d-3p,mmu-miR-129-5p,mmu-miR-216b-5p,mmu-miR-674-5p,mmu-miR-331-3p,mmu-miR-377-3p,mmu-miR-148a-3p,mmu-miR-3074-5p,mmu-miR-1960,mmu-miR-126a-5p,mmu-miR-1224-5p,mmu-miR-149-5p,mmu-miR-425-5p,mmu-miR-484,mmu-miR-350-3p,mmu-let-7e-5p,mmu-miR-466k,mmu-miR-1195,mmu-miR-374b-5p,mmu-miR-31-5p,mmu-miR-344f-3p,mmu-miR-34b-5p,mmu-miR-3102-3p,mmu-let-7a-5p,mmu-miR-543-3p,mmu-let-7c-5p,mmu-miR-451a,mmu-miR-136-5p,mmu-miR-10b-5p,mmu-miR-375-3p,mmu-miR-181c-5p,mmu-miR-709,mmu-miR-7a-5p,mmu-miR-335-5p,mmu-miR-1198-5p,mmu-miR-124-3p,mmu-miR-30a-5p,mmu-miR-344e-3p,mmu-miR-9-5p,mmu-miR-669c-3p,mmu-let-7d-5p,mmu-miR-30c-5p,mmu-miR-10a-5p,mmu-let-7f-5p,mmu-miR-145a-5p,mmu-miR-450b-3p,mmu-miR-669h-3p,mmu-miR-495-3p,mmu-miR-541-5p,mmu-miR-342-5p,mmu-miR-503-5p,mmu-miR-5125,mmu-miR-30e-5p,mmu-miR-3064-5p,mmu-miR-185-5p,mmu-miR-297a-5p,mmu-miR-299a-3p,mmu-miR-3097-3p,mmu-miR-125b-5p,mmu-miR-30d-5p,mmu-miR-340-5p,mmu-miR-384-3p,mmu-miR-329-3p,mmu-miR-465b-5p,mmu-miR-129-1-3p,mmu-miR-28a-5p,mmu-miR-122-5p,mmu-miR-429-3p,mmu-miR-133a-3p,mmu-miR-3110-5p,mmu-miR-99a-5p,mmu-miR-298-5p,mmu-miR-129-2-3p,mmu-miR-141-3p,mmu-miR-7b-5p,mmu-miR-466i-3p,mmu-miR-3470b,mmu-miR-1a-3p,mmu-miR-335-3p,mmu-miR-466n-3p,mmu-miR-369-3p,mmu-miR-450b-5p,mmu-miR-143-3p,mmu-miR-669k-3p,mmu-let-7i-5p,mmu-miR-345-3p,mmu-miR-182-5p,mmu-miR-200b-3p,mmu-miR-466g,mmu-let-7g-5p,mmu-miR-181d-5p,mmu-miR-466f-3p,mmu-miR-3473a,mmu-miR-200c-3p,mmu-miR-679-5p,mmu-miR-3057-5p,mmu-miR-466q,mmu-miR-98-5p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-26a-5p,mmu-miR-200a-3p,mmu-miR-466h-5p,mmu-miR-150-5p,mmu-miR-467d-3p,mmu-miR-467e-3p,mmu-miR-466m-3p,mmu-miR-466f,mmu-miR-466f-5p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p,mmu-miR-466a-3p,mmu-miR-466e-3p,mmu-miR-669f-3p,mmu-miR-5101,mmu-miR-467c-3p,mmu-miR-466d-3p,mmu-miR-669d-5p,mmu-miR-1912-3p,mmu-miR-466m-5p,mmu-miR-669m-5p,mmu-miR-466j,mmu-miR-669b-5p,mmu-miR-297b-3p,mmu-miR-297c-3p,mmu-miR-669e-5p	0
ATP hydrolysis activity GO0016887	0.0038733	mmu-miR-302d-3p,mmu-miR-294-3p,mmu-miR-5123,mmu-miR-295-3p,mmu-miR-193a-3p,mmu-miR-1955-5p,mmu-miR-339-5p,mmu-miR-466i-5p,mmu-miR-3067-5p,mmu-miR-324-3p,mmu-miR-1948-3p,mmu-miR-3082-5p,mmu-miR-1264-3p,mmu-miR-3473d,mmu-miR-362-3p,mmu-miR-653-5p,mmu-miR-378a-3p,mmu-miR-17-5p,mmu-miR-362-5p,mmu-miR-871-5p,mmu-miR-3572-3p,mmu-miR-223-3p,mmu-miR-219a-5p,mmu-miR-3073a-5p,mmu-miR-193b-3p,mmu-miR-7a-2-3p,mmu-miR-665-3p,mmu-miR-15a-5p,mmu-miR-1199-5p,mmu-miR-5121,mmu-miR-18a-5p,mmu-miR-1981-5p,mmu-miR-125b-2-3p,mmu-miR-19b-3p,mmu-miR-301b-3p,mmu-miR-18b-5p,mmu-let-7b-5p,mmu-miR-190a-5p,mmu-miR-181b-5p,mmu-miR-758-3p,mmu-miR-181a-5p,mmu-miR-24-3p,mmu-miR-224-5p,mmu-miR-3064-3p,mmu-miR-129-5p,mmu-miR-3470a,mmu-miR-674-5p,mmu-miR-532-5p,mmu-miR-377-3p,mmu-miR-125a-3p,mmu-miR-3074-5p,mmu-miR-126a-5p,mmu-miR-149-5p,mmu-miR-5113,mmu-miR-425-5p,mmu-miR-466k,mmu-miR-1195,mmu-miR-34b-5p,mmu-miR-302b-3p,mmu-miR-3102-3p,mmu-miR-370-3p,mmu-miR-543-3p,mmu-miR-136-5p,mmu-miR-10b-5p,mmu-miR-181c-5p,mmu-miR-709,mmu-miR-7a-5p,mmu-miR-7a-1-3p,mmu-miR-490-3p,mmu-miR-1198-5p,mmu-miR-124-3p,mmu-miR-204-5p,mmu-miR-511-3p,mmu-miR-9-5p,mmu-miR-10a-5p,mmu-miR-669h-3p,mmu-miR-1298-5p,mmu-miR-495-3p,mmu-miR-541-5p,mmu-miR-5125,mmu-miR-30e-5p,mmu-miR-211-5p,mmu-miR-297a-5p,mmu-miR-125b-5p,mmu-miR-340-5p,mmu-miR-384-3p,mmu-miR-504-5p,mmu-miR-329-3p,mmu-miR-129-1-3p,mmu-miR-3110-5p,mmu-miR-99a-5p,mmu-miR-298-5p,mmu-miR-129-2-3p,mmu-miR-7b-5p,mmu-miR-466i-3p,mmu-miR-325-3p,mmu-miR-1a-3p,mmu-miR-125a-5p,mmu-miR-335-3p,mmu-miR-1964-5p,mmu-miR-669k-3p,mmu-miR-345-3p,mmu-miR-181d-5p,mmu-miR-466f-3p,mmu-miR-351-5p,mmu-miR-466e-5p,mmu-miR-3473b,mmu-miR-1187,mmu-miR-466a-5p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-26a-5p,mmu-miR-466p-5p,mmu-miR-466h-5p,mmu-miR-150-5p,mmu-miR-466m-3p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p,mmu-miR-5101,mmu-miR-466m-5p,mmu-miR-669m-5p,mmu-miR-466j,mmu-miR-669b-5p,mmu-miR-3058-5p	0
