#Name	P-value	Info	Regulation_direction
ATP binding GO0005524	0.0050072	mmu-miR-155-5p,mmu-miR-10a-5p,mmu-miR-15a-5p,mmu-miR-338-3p,mmu-miR-210-3p,mmu-miR-190a-5p,mmu-miR-33-5p,mmu-miR-5125,mmu-miR-758-3p,mmu-miR-142a-5p,mmu-miR-19b-3p,mmu-miR-182-5p,mmu-miR-29c-3p,mmu-miR-340-5p,mmu-miR-223-3p,mmu-miR-106b-5p,mmu-miR-1948-3p,mmu-miR-216a-5p,mmu-miR-29b-3p,mmu-miR-101a-3p,mmu-miR-34b-5p,mmu-miR-18a-5p,mmu-miR-484,mmu-miR-384-3p,mmu-miR-362-5p,mmu-miR-216b-5p,mmu-miR-338-5p,mmu-miR-205-5p,mmu-miR-129-1-3p,mmu-miR-1a-3p,mmu-miR-329-3p,mmu-miR-335-3p,mmu-miR-30e-5p,mmu-miR-30d-5p,mmu-miR-350-3p,mmu-miR-214-3p,mmu-miR-3073a-5p,mmu-miR-10b-5p,mmu-miR-133a-3p,mmu-miR-20a-5p,mmu-miR-30c-5p,mmu-miR-495-3p,mmu-miR-501-5p,mmu-miR-369-3p,mmu-miR-30a-5p,mmu-miR-140-5p,mmu-miR-145a-5p,mmu-miR-320-3p,mmu-miR-148b-3p,mmu-miR-125b-5p,mmu-miR-669m-5p,mmu-miR-425-5p,mmu-miR-129-2-3p,mmu-miR-301b-3p,mmu-miR-3968,mmu-miR-377-3p,mmu-miR-466m-5p,mmu-miR-24-3p,mmu-miR-3074-5p,mmu-miR-335-5p,mmu-miR-199a-3p,mmu-miR-99a-5p,mmu-miR-297a-5p,mmu-miR-3097-3p,mmu-miR-17-5p,mmu-miR-29b-1-5p,mmu-miR-674-5p,mmu-miR-665-3p,mmu-miR-200b-3p,mmu-miR-339-5p,mmu-miR-1955-5p,mmu-miR-362-3p,mmu-miR-1306-5p,mmu-miR-543-3p,mmu-miR-3085-3p,mmu-miR-466g,mmu-miR-107-3p,mmu-miR-3572-3p,mmu-miR-33-3p,mmu-miR-298-5p,mmu-miR-3102-3p,mmu-miR-152-3p,mmu-miR-431-5p,mmu-miR-1251-5p,mmu-miR-669e-5p,mmu-miR-331-3p,mmu-miR-669f-3p,mmu-miR-467e-3p,mmu-miR-342-3p,mmu-miR-344d-3p,mmu-miR-466j,mmu-miR-3072-3p,mmu-miR-299a-3p,mmu-miR-328-3p,mmu-miR-136-5p,mmu-miR-31-5p,mmu-miR-3473d,mmu-miR-195a-5p,mmu-miR-297b-3p,mmu-miR-297c-3p,mmu-miR-200c-3p,mmu-miR-344g-5p,mmu-miR-344f-5p,mmu-miR-345-3p,mmu-miR-181b-5p,mmu-miR-450b-3p,mmu-miR-873a-5p,mmu-miR-342-5p,mmu-miR-3057-5p,mmu-miR-466i-3p,mmu-miR-185-5p,mmu-miR-181d-5p,mmu-miR-326-3p,mmu-miR-324-3p,mmu-miR-467d-3p,mmu-miR-410-3p,mmu-miR-664-3p,mmu-miR-101b-3p,mmu-miR-1198-5p,mmu-miR-148a-3p,mmu-miR-3095-3p,mmu-miR-466q,mmu-miR-126a-5p,mmu-miR-200a-3p,mmu-miR-743a-3p,mmu-miR-679-5p,mmu-miR-330-5p,mmu-miR-181a-5p,mmu-miR-28a-5p,mmu-miR-7b-5p,mmu-miR-466h-5p,mmu-miR-344e-3p,mmu-miR-667-3p,mmu-miR-501-3p,mmu-miR-27a-3p,mmu-miR-3082-5p,mmu-miR-141-3p,mmu-miR-122-5p,mmu-miR-466f-3p,mmu-miR-206-3p,mmu-miR-374b-5p,mmu-miR-1969,mmu-miR-3113-5p,mmu-miR-1960,mmu-miR-144-3p,mmu-miR-3064-5p,mmu-miR-1946a,mmu-miR-3110-5p,mmu-miR-18b-5p,mmu-miR-741-3p,mmu-miR-139-5p,mmu-miR-1224-5p,mmu-miR-466i-5p,mmu-miR-669d-5p,mmu-miR-466d-3p,mmu-miR-450b-5p,mmu-miR-7a-5p,mmu-miR-669m-3p,mmu-miR-669c-3p,mmu-miR-542-3p,mmu-miR-874-3p,mmu-miR-5101,mmu-miR-466a-3p,mmu-miR-466c-3p,mmu-miR-466e-3p,mmu-miR-466p-3p,mmu-miR-466b-3p,mmu-miR-1933-3p,mmu-miR-1197-3p,mmu-miR-669b-5p,mmu-miR-5116,mmu-miR-669h-3p,mmu-miR-466m-3p,mmu-miR-465b-5p,mmu-miR-743b-3p,mmu-miR-143-3p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-466f,mmu-miR-466f-5p,mmu-miR-876-5p,mmu-miR-669k-3p,mmu-miR-466k,mmu-miR-1961,mmu-miR-150-5p,mmu-miR-374c-5p,mmu-miR-3470b,mmu-miR-1912-3p,mmu-miR-3076-5p,mmu-miR-344f-3p,mmu-miR-3067-5p,mmu-miR-451a,mmu-miR-378a-3p,mmu-miR-1199-5p,mmu-miR-467c-3p,mmu-miR-1981-5p,mmu-miR-383-5p,mmu-miR-5123,mmu-miR-1968-5p,mmu-miR-1195,mmu-miR-503-5p,mmu-miR-709,mmu-miR-466n-3p,mmu-miR-3087-3p,mmu-miR-26a-5p,mmu-miR-149-5p,mmu-miR-124-3p,mmu-miR-760-5p,mmu-miR-3100-5p,mmu-miR-375-3p,mmu-let-7i-5p,mmu-miR-541-5p,mmu-miR-429-3p,mmu-miR-344-3p,mmu-miR-3099-3p,mmu-miR-3473a,mmu-miR-181c-5p,mmu-let-7f-5p,mmu-let-7a-5p,mmu-miR-129-5p,mmu-miR-98-5p,mmu-let-7g-5p,mmu-miR-1188-5p,mmu-let-7e-5p,mmu-miR-668-3p,mmu-let-7d-5p,mmu-let-7b-5p,mmu-let-7c-5p,mmu-miR-9-5p,mmu-miR-96-3p	1
ATP hydrolysis activity GO0016887	0.0031687	mmu-miR-10a-5p,mmu-miR-15a-5p,mmu-miR-219a-5p,mmu-miR-190a-5p,mmu-miR-5125,mmu-miR-758-3p,mmu-miR-19b-3p,mmu-miR-193b-3p,mmu-miR-340-5p,mmu-miR-223-3p,mmu-miR-302d-3p,mmu-miR-1948-3p,mmu-miR-34b-5p,mmu-miR-18a-5p,mmu-miR-224-5p,mmu-miR-193a-3p,mmu-miR-384-3p,mmu-miR-362-5p,mmu-miR-129-1-3p,mmu-miR-1a-3p,mmu-miR-329-3p,mmu-miR-335-3p,mmu-miR-30e-5p,mmu-miR-466a-5p,mmu-miR-5121,mmu-miR-302b-3p,mmu-miR-3073a-5p,mmu-miR-1264-3p,mmu-miR-10b-5p,mmu-miR-495-3p,mmu-miR-1298-5p,mmu-miR-325-3p,mmu-miR-3064-3p,mmu-miR-125b-5p,mmu-miR-669m-5p,mmu-miR-425-5p,mmu-miR-129-2-3p,mmu-miR-301b-3p,mmu-miR-377-3p,mmu-miR-466m-5p,mmu-miR-24-3p,mmu-miR-3074-5p,mmu-miR-99a-5p,mmu-miR-297a-5p,mmu-miR-17-5p,mmu-miR-674-5p,mmu-miR-665-3p,mmu-miR-339-5p,mmu-miR-1955-5p,mmu-miR-362-3p,mmu-miR-543-3p,mmu-miR-3572-3p,mmu-miR-298-5p,mmu-miR-3102-3p,mmu-miR-466p-5p,mmu-miR-125a-5p,mmu-miR-1964-5p,mmu-miR-466j,mmu-miR-136-5p,mmu-miR-3473d,mmu-miR-511-3p,mmu-miR-345-3p,mmu-miR-181b-5p,mmu-miR-466i-3p,mmu-miR-181d-5p,mmu-miR-324-3p,mmu-miR-1198-5p,mmu-miR-126a-5p,mmu-miR-181a-5p,mmu-miR-370-3p,mmu-miR-7b-5p,mmu-miR-466h-5p,mmu-miR-3082-5p,mmu-miR-466f-3p,mmu-miR-466e-5p,mmu-miR-3110-5p,mmu-miR-18b-5p,mmu-miR-466i-5p,mmu-miR-125b-2-3p,mmu-miR-7a-5p,mmu-miR-490-3p,mmu-miR-5101,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p,mmu-miR-211-5p,mmu-miR-669b-5p,mmu-miR-669h-3p,mmu-miR-466m-3p,mmu-miR-125a-3p,mmu-miR-295-3p,mmu-miR-466d-5p,mmu-miR-466n-5p,mmu-miR-669k-3p,mmu-miR-504-5p,mmu-miR-466k,mmu-miR-150-5p,mmu-miR-1187,mmu-miR-3067-5p,mmu-miR-294-3p,mmu-miR-378a-3p,mmu-miR-1199-5p,mmu-miR-871-5p,mmu-miR-1981-5p,mmu-miR-5123,mmu-miR-1195,mmu-miR-3473b,mmu-miR-709,mmu-miR-3058-5p,mmu-miR-26a-5p,mmu-miR-3470a,mmu-miR-351-5p,mmu-miR-149-5p,mmu-miR-124-3p,mmu-miR-653-5p,mmu-miR-541-5p,mmu-miR-532-5p,mmu-miR-181c-5p,mmu-miR-204-5p,mmu-miR-7a-1-3p,mmu-miR-129-5p,mmu-miR-5113,mmu-miR-7a-2-3p,mmu-let-7b-5p,mmu-miR-9-5p	1
ATPase binding GO0051117	0.0193059	mmu-miR-15a-5p,mmu-miR-190a-5p,mmu-miR-33-5p,mmu-miR-5125,mmu-miR-758-3p,mmu-miR-203-3p,mmu-miR-19b-3p,mmu-miR-340-5p,mmu-miR-223-3p,mmu-miR-216a-5p,mmu-miR-29b-3p,mmu-miR-34b-5p,mmu-miR-30b-5p,mmu-miR-362-5p,mmu-miR-129-1-3p,mmu-miR-329-3p,mmu-miR-30e-5p,mmu-miR-30d-5p,mmu-miR-199a-5p,mmu-miR-214-3p,mmu-miR-30c-5p,mmu-miR-495-3p,mmu-miR-30a-5p,mmu-miR-140-5p,mmu-miR-145a-5p,mmu-miR-499-5p,mmu-miR-148b-3p,mmu-miR-425-5p,mmu-miR-129-2-3p,mmu-miR-301b-3p,mmu-miR-539-3p,mmu-miR-23a-3p,mmu-miR-377-3p,mmu-miR-24-3p,mmu-miR-297a-5p,mmu-miR-17-5p,mmu-miR-665-3p,mmu-miR-362-3p,mmu-miR-128-3p,mmu-miR-3085-3p,mmu-miR-33-3p,mmu-miR-125b-1-3p,mmu-miR-298-5p,mmu-miR-152-3p,mmu-miR-669f-3p,mmu-miR-342-3p,mmu-miR-3072-3p,mmu-miR-421-3p,mmu-miR-136-5p,mmu-miR-384-5p,mmu-miR-3083-5p,mmu-miR-292a-3p,mmu-miR-381-3p,mmu-miR-802-5p,mmu-miR-344f-5p,mmu-miR-188-5p,mmu-miR-873a-5p,mmu-miR-466i-3p,mmu-miR-324-3p,mmu-miR-301a-3p,mmu-miR-148a-3p,mmu-miR-672-3p,mmu-miR-466q,mmu-miR-743a-3p,mmu-miR-181a-5p,mmu-miR-3094-5p,mmu-miR-467a-5p,mmu-miR-7b-5p,mmu-miR-27a-3p,mmu-miR-103-3p,mmu-miR-3082-5p,mmu-miR-466f-3p,mmu-miR-1960,mmu-miR-144-3p,mmu-miR-3064-5p,mmu-miR-3110-5p,mmu-miR-741-3p,mmu-miR-19a-3p,mmu-miR-130b-3p,mmu-miR-466i-5p,mmu-miR-669c-3p,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p,mmu-miR-466m-3p,mmu-miR-130a-3p,mmu-miR-743b-3p,mmu-miR-143-3p,mmu-miR-466d-5p,mmu-miR-1927,mmu-miR-876-5p,mmu-miR-466k,mmu-miR-150-5p,mmu-miR-1912-3p,mmu-miR-378a-3p,mmu-miR-1199-5p,mmu-miR-1981-5p,mmu-miR-1195,mmu-miR-3473b,mmu-miR-503-5p,mmu-miR-709,mmu-miR-26a-5p,mmu-miR-149-5p,mmu-miR-124-3p,mmu-miR-1983,mmu-miR-541-5p,mmu-miR-669n,mmu-miR-129-5p,mmu-miR-412-3p,mmu-let-7b-5p,mmu-miR-9-5p,mmu-miR-218-5p	1
ATPase complex GO1904949	0.0174449	mmu-miR-758-3p,mmu-miR-34b-5p,mmu-miR-362-5p,mmu-miR-329-3p,mmu-miR-30e-5p,mmu-miR-5121,mmu-miR-125b-5p,mmu-miR-301b-3p,mmu-miR-674-5p,mmu-miR-362-3p,mmu-miR-136-5p,mmu-miR-3473d,mmu-miR-466i-3p,mmu-miR-181a-5p,mmu-miR-7b-5p,mmu-miR-149-5p,mmu-miR-9-5p	1
A band GO0031672	0.0052126	mmu-miR-155-5p,mmu-miR-10a-5p,mmu-miR-15a-5p,mmu-miR-29c-3p,mmu-miR-223-3p,mmu-miR-29b-3p,mmu-miR-34b-5p,mmu-miR-29a-3p,mmu-miR-1a-3p,mmu-miR-335-3p,mmu-miR-1943-5p,mmu-miR-133a-3p,mmu-miR-501-5p,mmu-miR-140-5p,mmu-miR-145a-5p,mmu-miR-425-5p,mmu-miR-22-3p,mmu-miR-17-5p,mmu-miR-185-5p,mmu-miR-324-3p,mmu-miR-181a-5p,mmu-miR-206-3p,mmu-miR-741-3p,mmu-miR-466i-5p,mmu-miR-466d-5p,mmu-miR-466k,mmu-miR-26a-5p,mmu-miR-149-5p,mmu-miR-124-3p,mmu-miR-541-5p,mmu-miR-3473a,mmu-miR-9-5p	1
BAT3 complex binding GO1904288	0.0330707	mmu-miR-15a-5p,mmu-miR-362-5p	1
BBSome GO0034464	0.0386287	mmu-miR-223-3p,mmu-miR-362-5p,mmu-miR-582-5p,mmu-miR-329-3p,mmu-miR-3097-3p,mmu-miR-665-3p,mmu-miR-362-3p,mmu-miR-1306-5p,mmu-miR-139-5p,mmu-miR-3474,mmu-miR-1195,mmu-miR-9-5p	1
BBSome binding GO0062063	0.0031104	mmu-miR-219a-5p,mmu-miR-340-5p,mmu-miR-223-3p,mmu-miR-362-5p,mmu-miR-425-5p	1
BH3 domain binding GO0051434	0.0371829	mmu-miR-15a-5p,mmu-miR-210-3p,mmu-miR-29c-3p,mmu-miR-340-5p,mmu-miR-29b-3p,mmu-miR-29a-3p,mmu-miR-30e-5p,mmu-miR-466a-5p,mmu-miR-16-5p,mmu-miR-497a-5p,mmu-miR-34a-5p,mmu-miR-499-5p,mmu-miR-425-5p,mmu-miR-23a-3p,mmu-miR-29a-5p,mmu-miR-17-5p,mmu-miR-665-3p,mmu-miR-3102-3p,mmu-miR-3098-3p,mmu-miR-466p-5p,mmu-miR-1251-5p,mmu-miR-195a-5p,mmu-miR-181a-5p,mmu-miR-467a-5p,mmu-miR-27a-3p,mmu-miR-3082-5p,mmu-miR-466e-5p,mmu-miR-139-5p,mmu-miR-466i-5p,mmu-miR-669d-5p,mmu-miR-466d-5p,mmu-miR-876-5p,mmu-miR-466k,mmu-miR-1187,mmu-miR-344f-3p,mmu-miR-1199-5p,mmu-miR-1195,mmu-miR-503-5p,mmu-miR-449a-5p,mmu-miR-429-3p,mmu-miR-204-5p	1
BH domain binding GO0051400	0.0049209	mmu-miR-15a-5p,mmu-miR-210-3p,mmu-miR-29c-3p,mmu-miR-340-5p,mmu-miR-29b-3p,mmu-miR-15b-5p,mmu-miR-29a-3p,mmu-miR-30e-5p,mmu-miR-466a-5p,mmu-miR-16-5p,mmu-miR-497a-5p,mmu-miR-34a-5p,mmu-miR-499-5p,mmu-miR-125b-5p,mmu-miR-425-5p,mmu-miR-23a-3p,mmu-miR-29a-5p,mmu-miR-17-5p,mmu-miR-3102-3p,mmu-miR-3098-3p,mmu-miR-466p-5p,mmu-miR-1251-5p,mmu-miR-195a-5p,mmu-miR-181a-5p,mmu-miR-467a-5p,mmu-miR-27a-3p,mmu-miR-466e-5p,mmu-miR-466i-5p,mmu-miR-669d-5p,mmu-miR-466d-5p,mmu-miR-466k,mmu-miR-1187,mmu-miR-344f-3p,mmu-miR-503-5p,mmu-miR-449a-5p,mmu-miR-429-3p,mmu-miR-204-5p	1
BMP signaling pathway GO0030509	0.0010922	mmu-miR-155-5p,mmu-miR-10a-5p,mmu-miR-15a-5p,mmu-miR-146a-5p,mmu-miR-219a-5p,mmu-miR-338-3p,mmu-miR-210-3p,mmu-miR-758-3p,mmu-miR-19b-3p,mmu-miR-20b-5p,mmu-miR-340-5p,mmu-miR-100-5p,mmu-miR-223-3p,mmu-miR-21a-5p,mmu-miR-106b-5p,mmu-miR-29b-3p,mmu-miR-362-5p,mmu-miR-1a-3p,mmu-miR-135a-5p,mmu-miR-329-3p,mmu-miR-335-3p,mmu-miR-30e-5p,mmu-miR-199a-5p,mmu-miR-455-3p,mmu-miR-16-5p,mmu-miR-1264-3p,mmu-miR-93-5p,mmu-miR-10b-5p,mmu-miR-24-2-5p,mmu-miR-133a-3p,mmu-miR-20a-5p,mmu-miR-30c-5p,mmu-miR-495-3p,mmu-miR-501-5p,mmu-miR-34c-5p,mmu-miR-30a-5p,mmu-miR-145a-5p,mmu-miR-1264-5p,mmu-miR-133b-3p,mmu-miR-125b-5p,mmu-miR-425-5p,mmu-miR-301b-3p,mmu-miR-3968,mmu-miR-23b-3p,mmu-miR-23a-3p,mmu-miR-377-3p,mmu-miR-186-5p,mmu-miR-24-3p,mmu-miR-434-3p,mmu-miR-296-5p,mmu-miR-199a-3p,mmu-miR-99a-5p,mmu-miR-146b-5p,mmu-miR-17-5p,mmu-miR-665-3p,mmu-miR-339-5p,mmu-miR-362-3p,mmu-miR-99b-5p,mmu-miR-298-5p,mmu-miR-26b-5p,mmu-miR-431-5p,mmu-miR-669e-5p,mmu-miR-669f-3p,mmu-miR-125a-5p,mmu-miR-344d-3p,mmu-miR-3072-3p,mmu-miR-136-5p,mmu-miR-31-5p,mmu-miR-200c-3p,mmu-miR-181b-5p,mmu-miR-450b-3p,mmu-miR-466i-3p,mmu-miR-324-3p,mmu-miR-410-3p,mmu-miR-301a-3p,mmu-miR-29b-2-5p,mmu-miR-148a-3p,mmu-miR-3095-3p,mmu-miR-106a-5p,mmu-miR-200a-3p,mmu-miR-181a-5p,mmu-miR-370-3p,mmu-miR-7b-5p,mmu-miR-344e-3p,mmu-miR-27a-3p,mmu-miR-3069-3p,mmu-miR-3082-5p,mmu-miR-141-3p,mmu-miR-122-5p,mmu-miR-466f-3p,mmu-miR-206-3p,mmu-miR-470-5p,mmu-miR-134-5p,mmu-miR-139-5p,mmu-miR-130b-3p,mmu-miR-466i-5p,mmu-miR-669d-5p,mmu-miR-490-3p,mmu-miR-669m-3p,mmu-miR-5101,mmu-miR-466c-3p,mmu-miR-466p-3p,mmu-miR-466b-3p,mmu-miR-211-5p,mmu-miR-3098-5p,mmu-miR-669b-5p,mmu-miR-466m-3p,mmu-miR-130a-3p,mmu-miR-466d-5p,mmu-miR-466k,mmu-miR-1912-3p,mmu-miR-3076-5p,mmu-miR-451a,mmu-miR-378a-3p,mmu-miR-1199-5p,mmu-miR-27b-3p,mmu-miR-5114,mmu-miR-3102-5p,mmu-miR-1195,mmu-miR-378b,mmu-miR-503-5p,mmu-miR-709,mmu-miR-466n-3p,mmu-miR-26a-5p,mmu-miR-149-5p,mmu-miR-124-3p,mmu-miR-3082-3p,mmu-miR-3100-5p,mmu-miR-3475-3p,mmu-miR-449a-5p,mmu-miR-541-5p,mmu-miR-493-3p,mmu-miR-204-5p,mmu-miR-323-5p,mmu-miR-129-5p,mmu-miR-98-5p,mmu-let-7b-5p,mmu-miR-9-5p,mmu-miR-3061-5p	1
BMP signaling pathway involved in nephric duct formation GO0071893	0.0497434	mmu-miR-106b-5p,mmu-miR-20a-5p,mmu-miR-17-5p	1
BMP signaling pathway involved in renal system segmentation GO0061151	0.0497434	mmu-miR-106b-5p,mmu-miR-20a-5p,mmu-miR-17-5p	1
BMP signaling pathway involved in ureter morphogenesis GO0061149	0.0497434	mmu-miR-106b-5p,mmu-miR-20a-5p,mmu-miR-17-5p	1
